codigo_reserva,correo_empleado,numero_viaje,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,escalas,clase
598270,SanchotOollez@viajes.cl,44760,Palencia,"Santiago de Compostela",66,2202,82000,"Turkish Airlines","{Algeciras,""Jerez de la Frontera""}","Primera clase"
598272,lorena9926@viajes.cl,30880,"Santiago de Compostela",Linares,37,1235,47000,"Ethiopian Airlines",{Granada},"Clase económica"
598279,rupoce@viajes.cl,62379,Linares,Alcobendas,7,2025,77000,"Air Canada","{Avilés,""El Ejido""}","Clase ejecutiva"
598312,Sr.gil@viajes.cl,3689,Valencia,Santander,26,1551,167000,"Spirit Airlines","{Sagunto,Barcelona}","Clase ejecutiva"
598791,vicente6381@viajes.ceele,3589,Orihuela,Elche,92,274,115000,Iberia,{},"Clase económica"
598326,Sta.puga@viajes.cl,22591,Vigo,"San Sebastían de los Reyes",68,2745,235000,"Wizz Air","{Vitoria,Cáceres}","Clase ejecutiva"
598330,perime@viajes.cl,3940,"San Sebastían de los Reyes",Barcelona,94,309,104000,"Etihad Airways",{},"Clase económica"
598331,paolor@viajes.cl,67833,Barcelona,"San Cristróbal de la Laguna",27,3657,322000,"All Nippon Airways (ANA)","{""Ciudad Real"",Parla,Móstoles}","Primera clase"
598339,marilu7833@viajes.cl,36720,Barcelona,Getafe,47,3703,463000,Iberia,"{""Castellón de la Plana"",Lugo,Jaén}","Primera clase"
598340,sra.8658@viajes.cl,43463,Getafe,"La Línea de la Concepción",89,3193,293000,"Ethiopian Airlines",{Sevilla},"Primera clase"
598344,Antoniouribe@viajes.cl,81532,"La Línea de la Concepción",Tarragona,97,1153,50000,"Japan Airlines",{Torrevieja},"Clase económica"
598355,elsa5626@viajes.cl,44813,Benalmádena,"CIUDAD REAL!!!",13,3547,395000,Vueling,"{Viladecans,Paterna,""Jerez de la Frontera"",""Santa Cruz de Tenerife""}","Primera clase"
598356,maguva@viajes.cl,72923,"Ciudad Real",Fuenlabrada,6,2544,149000,Lufthansa,"{""Santa Lucía de Tirajana"",Ferrol,Vitoria}","Clase ejecutiva"
598357,nimara@viajes.cl,96283,Fuenlabrada,Badalona,64,873,58000,"Etihad Airways",{},"Clase económica"
598376,Adrianaterrazas@viajes.ceele,57945,Viladecans,TELDE!!!,99,1517,102000,"Etihad Airways","{""La Coruña"",Ávila}","Clase ejecutiva"
598384,gerardo8631@viajes.cl,35121,Telde,Ponferrada,3,2287,83000,JetBlue,{Parla},"Primera clase"
598415,LorenamacOAas@viajes.ceele,49866,"Hospitalet de LLobregat",Málaga,49,986,107000,"British Airways",{},"Clase económica"
598459,locobr@viajes.cl,69584,Benidorm,ORENSE!!!,13,3606,443000,JetBlue,"{Alcorcón,Guadalajara}","Primera clase"
598462,Cristianvillegas@viajes.cl,37289,"San Sebastían de los Reyes",Valencia,27,784,95000,"Ethiopian Airlines",{},"Clase económica"
598464,adOen7413@viajes.cl,38922,"Castellón de la Plana","Mollet del Vallés",67,1469,186000,"Air France",{},"Clase ejecutiva"
598513,Sr.avilOos@viajes.cl,85060,Málaga,FERROL!!!,88,2668,169000,Iberia,"{""Santa Cruz de Tenerife""}","Clase ejecutiva"
598517,marilu7833@viajes.cl,55929,Ferrol,"Castellón de la Plana",18,1840,77000,"All Nippon Airways (ANA)",{Valencia},"Clase ejecutiva"
598519,srcrfrma@viajes.cl,86427,Viladecans,Fuengirola,88,3513,233000,"Delta Air Lines","{""Santiago de Compostela"",Marbella,Arrecife,Fuengirola}","Clase ejecutiva"
598520,MartOAnalva@viajes.cl,97095,Fuengirola,"Ciudad Real",78,4199,452000,Avianca,"{Leganés,Marbella,""Palma de Mallorca""}","Primera clase"
598554,francisca4744@viajes.ceele,87477,"Santiago de Compostela","Collado Villalba",5,4090,488000,KLM,"{""El Ejido"",Alcoy,Ferrol,Mataró}","Primera clase"
598561,natalia6194@viajes.cl,30420,"Collado Villalba",Motril,21,2584,211000,Emirates,"{Algeciras,Telde,Fuengirola}","Primera clase"
598584,graciela2674@viajes.cl,86949,Cádiz,SALAMANCA!!!,45,1394,129000,"All Nippon Airways (ANA)",{Valdemoro},"Clase económica"
598585,Sta.puga@viajes.ceele,27260,Salamanca,Marbella,65,2025,163000,"Air Canada",{Mataró},"Clase económica"
598608,mayte743@viajes.cl,18734,"Molina de Segura",Majadahonda,64,3089,286000,"Copa Airlines","{""Hospitalet de LLobregat""}","Clase ejecutiva"
598615,joaquOAn3385@viajes.ceele,88283,Majadahonda,"Talavera de la Reina",26,1108,85000,x,{},"Clase económica"
598617,stadsial@viajes.ceele,29251,Pamplona,"La Línea de la Concepción",54,2906,281000,"British Airways","{Ponferrada,Barcelona}","Primera clase"
598634,ester2114@viajes.cl,46208,Telde,Getafe,97,2516,200000,Vueling,{},"Primera clase"
598651,Juanzapata@viajes.cl,26692,Torremolinos,Inca,27,4211,491000,"United Airlines","{Torrevieja,Barcelona,""Ciudad Real""}","Primera clase"
598664,srmadecaalve@viajes.ceele,69765,Marbella,Fuenlabrada,66,3058,202000,KLM,"{Linares,Logroño}","Primera clase"
598665,vibuvOo@viajes.cl,85592,Fuenlabrada,Segovia,88,1631,106000,"Air Canada",{},"Clase ejecutiva"
598670,Eloisagranado@viajes.cl,86902,Segovia,Orense,86,2430,166000,Avianca,"{""Hospitalet de LLobregat""}","Clase ejecutiva"
598672,addeve@viajes.cl,10109,Palencia,Fuengirola,47,2601,250000,"All Nippon Airways (ANA)",{},"Primera clase"
598678,Susanaochoa@viajes.cl,13800,Fuengirola,Sabadell,68,1396,64000,"All Nippon Airways (ANA)",{Salamanca},"Clase económica"
598693,ana7543@viajes.cl,10606,Granollers,Sagunto,55,888,33000,"Southwest Airlines",{},"Clase económica"
598694,anlucogo@viajes.ceele,8236,Sagunto,Avilés,7,1271,91000,"Singapore Airlines",{},"Clase económica"
598765,Sra.aponte@viajes.cl,45162,Badalona,Ferrol,99,2732,130000,Iberia,"{""Molina de Segura"",Salamanca}","Clase ejecutiva"
598733,srclmoce@viajes.cl,97738,Reus,"Torrejón de Ardoz",40,501,149000,"Copa Airlines",{},"Clase ejecutiva"
598737,stmapata@viajes.cl,49241,Murcia,Ferrol,48,1471,140000,"Japan Airlines","{Coslada,Madrid}","Clase económica"
598745,milool@viajes.cl,54088,ferrol#,Vigo,39,1547,139000,"Etihad Airways",{},"Clase económica"
598766,ElviraflOIrez@viajes.ceele,44898,Ferrol,Segovia,87,570,145000,"British Airways",{},"Clase ejecutiva"
598768,Sr.miramontes@viajes.cl,15719,Segovia,"Castellón de la Plana",75,1027,102000,"United Airlines","{""Torrejón de Ardoz""}","Clase económica"
598779,DOoborahenrOAquez@viajes.cl,11018,Ávila,"Palma de Mallorca",70,1960,164000,"Copa Airlines",{Alcorcón},"Clase ejecutiva"
598780,linama@viajes.cl,73878,"palma de mallorca#","La Coruña",54,4100,378000,"Japan Airlines","{Rubí,""Jerez de la Frontera"",""Dos Hermanas"",Burgos,Almería}","Primera clase"
598784,mayte3683@viajes.cl,24444,x,Irún,66,4176,485000,"Air Canada","{Valdemoro,Tarrasa}","Primera clase"
598785,sra.2416@viajes.cl,27581,Irún,Bilbao,95,1579,67000,"Etihad Airways","{Tarragona,Lugo}","Clase económica"
598799,sofubo@viajes.cl,5429,"El Ejido",Gandía,44,1426,140000,WestJet,{},"Clase económica"
598802,MarOAasolorio@viajes.cl,32149,Linares,SEGOVIA!!!,54,3311,309000,"Spirit Airlines","{Estepona,Lérida,Marbella,Sagunto}","Primera clase"
598804,isabel6217@viajes.cl,74789,"el ejido#",TORREMOLINOS!!!,92,2351,233000,"Singapore Airlines","{Jaén,Badajoz}","Primera clase"
598807,gabriela2800@viajes.cl,10934,Torremolinos,"Alcalá de Henares",58,979,127000,"Japan Airlines",{Linares},"Clase económica"
598813,Leonorvallejo@viajes.cl,92845,Calahorra,TOLEDO!!!,34,3008,109000,"All Nippon Airways (ANA)","{Alcobendas,Paterna}","Primera clase"
598814,sra.7488@viajes.cl,56002,Toledo,"Cornellá de Llobregat",21,927,86000,Aeroméxico,{Puertollano},"Clase económica"
598859,roberto7144@viajes.cl,18592,Burgos,"Santa Lucía de Tirajana",85,2100,177000,"Ethiopian Airlines",{Málaga},"Clase ejecutiva"
598873,SamuelresOondez@viajes.cl,12244,Benalmádena,"Palma de Mallorca",6,2575,255000,Qantas,"{""Castellón de la Plana"",""Santa Cruz de Tenerife""}","Clase ejecutiva"
598874,Alfredocardona@viajes.cl,50364,"Palma de Mallorca",Salamanca,23,3305,320000,"Singapore Airlines","{""El Prat de LLobregat"",""La Línea de la Concepción""}","Primera clase"
598881,ana514@viajes.cl,16418,Manresa,Fuenlabrada,63,3615,299000,"Delta Air Lines","{Tarragona,Albacete,""Dos Hermanas"",""Hospitalet de LLobregat""}","Primera clase"
598907,Sergioramos@viajes.cl,64887,madrid#,BENALMáDENA!!!,23,668,176000,"Wizz Air",{},"Clase económica"
598908,jerica@viajes.cl,73424,Benalmádena,Calahorra,27,723,142000,JetBlue,{Madrid},"Clase económica"
598917,gregorio8563@viajes.cl,1303,Mijas,Móstoles,65,2442,174000,Vueling,"{Salamanca,Baracaldo}","Primera clase"
598918,Sr.haro@viajes.cl,84713,Móstoles,Huelva,11,3911,313000,Aeroméxico,"{Málaga,""Cornellá de Llobregat""}","Primera clase"
598935,rosalia2341@viajes.ceele,15328,Torremolinos,Lorca,80,4319,458000,"Air New Zealand","{Torremolinos,Majadahonda,Gerona}","Primera clase"
598942,sralmoro@viajes.cl,59238,Lorca,Murcia,90,2925,289000,Emirates,{Ferrol},"Primera clase"
598976,srpabame@viajes.cl,81151,"Cerdañola del Vallés","Alcalá de Guadaira",33,197,101000,Ryanair,{},"Clase económica"
598998,AdOencorrea@viajes.cl,591,Alcoy,Benidorm,19,4226,301000,Iberia,"{Lugo,Paterna}","Primera clase"
599010,gerardo9912@viajes.ceele,46209,"Cornellá de Llobregat",Arrecife,21,1753,58000,"Southwest Airlines",{},"Clase económica"
599013,sra.1194@viajes.cl,69193,Arrecife,Fuengirola,15,4085,364000,KLM,"{Guadalajara,Tarragona,Pamplona,""Talavera de la Reina""}","Primera clase"
599018,arturo6593@viajes.cl,96736,"El Ejido","Las Palmas de Gran Canaria",72,2047,87000,"Frontier Airlines",{Badajoz},"Clase económica"
599046,sr.6787@viajes.cl,11775,gerona#,"Alcalá de Henares",83,2848,217000,"Southwest Airlines","{""Dos Hermanas""}","Primera clase"
599088,sr.3064@viajes.ceele,81317,"el ejido#","Talavera de la Reina",94,4013,484000,"Turkish Airlines","{""Santiago de Compostela"",""Santa Lucía de Tirajana"",Lérida}","Primera clase"
599092,luquvi@viajes.cl,46058,"Pozuelo de Alarcón","Santiago de Compostela",33,635,74000,"American Airlines",{},"Clase económica"
599167,rabapa@viajes.cl,82453,Algeciras,Córdoba,60,3083,358000,"Delta Air Lines","{Alcorcón,Zaragoza,Elda}","Clase ejecutiva"
599182,Magdalenaperea@viajes.cl,22495,Lugo,"Santa Cruz de Tenerife",54,3139,386000,"Air New Zealand","{""Hospitalet de LLobregat"",Oviedo}","Primera clase"
599186,nobece@viajes.cl,70101,cuenta#,CARTAGENA!!!,91,x,155000,Ryanair,x,"Clase económica"
599225,sobove@viajes.cl,14073,Zamora,Benidorm,71,727,106000,"Qatar Airways","{""Cornellá de Llobregat""}","Clase económica"
599227,sra.3223@viajes.cl,6482,Cáceres,Motril,100,3098,178000,Ryanair,{Palencia},"Clase ejecutiva"
599234,sra.1143@viajes.cl,25819,Motril,"TALAVERA DE LA REINA!!!",13,4061,213000,KLM,"{Granada,Linares,Majadahonda,Palencia}","Primera clase"
599256,Sr.valdivia@viajes.cl,99519,Coslada,Tarrasa,89,2626,118000,"Wizz Air","{""Santa Cruz de Tenerife""}","Primera clase"
599257,elena8855@viajes.cl,70582,Tarrasa,Valencia,74,3505,214000,"Singapore Airlines","{Valencia,Motril}","Primera clase"
599261,Ramonaalva@viajes.cl,66355,valencia#,"La Línea de la Concepción",77,3572,128000,"LATAM Airlines","{""Cerdañola del Vallés""}","Clase ejecutiva"
599290,Gabrielmiranda@viajes.cl,35747,Mijas,"Palma de Mallorca",12,2602,88000,"Southwest Airlines",{Badalona},"Primera clase"
599297,jerica@viajes.cl,98698,"Palma de Mallorca","San Sebastián",60,2411,275000,Lufthansa,{},"Primera clase"
599298,Sr.saldivar@viajes.cl,70697,"San Sebastián","Pozuelo de Alarcón",86,2247,122000,"Alaska Airlines","{Sagunto,Lérida}","Clase ejecutiva"
599374,coramo@viajes.cl,11272,Coslada,Gecho,69,586,29000,"Ethiopian Airlines",{},"Clase económica"
599405,stcrcabu@viajes.ceele,78664,"Talavera de la Reina",Viladecans,100,3939,336000,"All Nippon Airways (ANA)","{""Alcalá de Henares"",""Chiclana de la Frontera"",Alcorcón}","Primera clase"
599406,andrea9809@viajes.cl,78402,Viladecans,Orihuela,36,823,126000,Lufthansa,{Inca},"Clase económica"
599456,raoqar@viajes.cl,33707,"La Línea de la Concepción",Torremolinos,79,1144,30000,KLM,{Algeciras},"Clase económica"
599457,Sarasoto@viajes.cl,99914,Torremolinos,"San Fernando",92,2308,269000,"Delta Air Lines","{""Cerdañola del Vallés""}","Primera clase"
599458,rosalia2275@viajes.cl,88022,"San Fernando",Ponferrada,42,514,79000,Lufthansa,{},"Clase económica"
599492,patricio723@viajes.cl,14982,Cádiz,Guadalajara,40,1059,57000,Vueling,{},"Clase económica"
599473,sayOeme@viajes.cl,91411,Baracaldo,Estepona,39,3705,399000,WestJet,"{Zaragoza,""Sanlúcar de Barrameda""}","Primera clase"
599491,RosariocalderOIn@viajes.cl,88468,Gijón,Cádiz,79,3140,278000,"Copa Airlines","{""Palma de Mallorca""}","Primera clase"
599497,Susanaochoa@viajes.cl,92583,guadalajara#,León,66,3200,305000,"Wizz Air","{""Santa Cruz de Tenerife"",Badalona,Pontevedra}","Clase ejecutiva"
599500,sra.3499@viajes.cl,85107,Elda,"Molina de Segura",87,2740,187000,"LATAM Airlines","{Ponferrada,Mijas,Puertollano}","Clase ejecutiva"
599504,elena1157@viajes.cl,39622,"chiclana de la frontera#","CASTELLóN DE LA PLANA!!!",48,1509,176000,KLM,{},"Clase económica"
599505,srferoza@viajes.ceele,83333,Algeciras,CáCERES!!!,89,1593,81000,"Ethiopian Airlines",{Baracaldo},"Clase económica"
599506,Elisamontez@viajes.cl,55738,Cáceres,Zaragoza,7,1903,145000,"Turkish Airlines",{Gijón},"Clase económica"
599529,Sra.trejo@viajes.cl,93637,Manresa,Puertollano,85,2905,200000,Emirates,"{""Sanlúcar de Barrameda"",Oviedo,""Alcalá de Guadaira""}","Primera clase"
599533,jedeoj@viajes.cl,40960,Cáceres,Benalmádena,81,3015,292000,"Air France","{Gandía,Orihuela,""La Línea de la Concepción"",Alcoy}","Clase ejecutiva"
599539,Beatrizpuga@viajes.cl,40046,Benalmádena,"Molina de Segura",3,1068,58000,"Southwest Airlines",{Coslada},"Clase económica"
599554,Isabellaboy@viajes.cl,46976,Zamora,Calahorra,3,2449,83000,"Wizz Air","{Lérida,""Torrejón de Ardoz""}","Clase ejecutiva"
599562,concepciOIn2778@viajes.cl,14751,Calahorra,Marbella,56,2762,297000,KLM,"{Lorca,Elda}","Clase ejecutiva"
599566,OIscar4225@viajes.cl,19653,Marbella,Marbella,77,1513,79000,Lufthansa,"{""Santa Cruz de Tenerife""}","Clase ejecutiva"
599567,FernandomejOAa@viajes.cl,38911,"Hospitalet de LLobregat",Rubí,66,3342,375000,"Turkish Airlines",{Leganés},"Clase ejecutiva"
599594,gregorio6426@viajes.cl,94163,Alcorcón,"Molina de Segura",56,223,56000,Ryanair,{},"Clase económica"
599595,Javieresquibel@viajes.cl,43509,"Molina de Segura",Burgos,53,2185,133000,"British Airways","{""Jerez de la Frontera"",Bilbao,Arrecife}","Primera clase"
599637,frriba@viajes.cl,96198,"San Sebastián",Baracaldo,3,939,72000,"Alaska Airlines",{},"Clase económica"
599638,sta.6091@viajes.cl,27249,Baracaldo,Lugo,85,3412,356000,"United Airlines","{Elda,Fuenlabrada}","Primera clase"
599639,bellma@viajes.cl,11616,Tarrasa,Mérida,16,2114,194000,"Ethiopian Airlines","{""La Coruña"",Estepona}","Clase económica"
599644,Ariadnamadera@viajes.cl,33623,Madrid,"El Ejido",26,2822,101000,"Spirit Airlines",{},"Primera clase"
599650,maelso@viajes.cl,90878,"El Ejido","Collado Villalba",97,3966,207000,"Delta Air Lines","{Arrecife,Fuengirola,""Jerez de la Frontera""}","Primera clase"
599665,jucameca@viajes.cl,20200,segovia#,Orense,78,3128,138000,"Delta Air Lines","{Baracaldo,""El Prat de LLobregat"",""Ciudad Real""}","Clase ejecutiva"
599668,ernesto3768@viajes.cl,46935,valencia#,Paterna,41,2828,131000,"American Airlines",{},"Clase ejecutiva"
599669,Gloriafonseca@viajes.cl,90333,Paterna,Murcia,3,2753,242000,"Southwest Airlines","{Granada,Cádiz}","Primera clase"
599677,Juliobatista@viajes.cl,32343,Arrecife,Coslada,42,143,128000,Qantas,{},"Clase económica"
599682,dorOAol@viajes.cl,39538,Coslada,Gecho,16,1170,40000,"All Nippon Airways (ANA)",{Jaén},"Clase económica"
599703,tocaac@viajes.cl,66320,Alicante,Alcobendas,82,781,56000,Iberia,{Gerona},"Clase económica"
599705,mibamu@viajes.cl,68756,Alcobendas,"San Sebastían de los Reyes",14,378,41000,Iberia,{},"Clase ejecutiva"
599708,sra.6767@viajes.cl,80640,Móstoles,Mataró,93,505,14000,"American Airlines",{},"Clase ejecutiva"
599717,graciela2674@viajes.cl,8554,Algeciras,Baracaldo,94,699,104000,Qantas,{},"Clase económica"
599723,maelesar@viajes.cl,71632,Ávila#,Ferrol,49,1864,110000,Aeroméxico,{},"Clase ejecutiva"
599724,sttefatr@viajes.cl,137,ferrol#,"Castellón de la Plana",99,3728,182000,"United Airlines","{Sabadell,Málaga,Parla,""Roquetas de Mar"",Burgos}","Primera clase"
599735,Julioosorio@viajes.cl,30506,Inca,Getafe,48,2913,346000,"Spirit Airlines","{Málaga,Valladolid,Sevilla}","Primera clase"
599736,Sr.ozuna@viajes.cl,84537,Getafe,Burgos,95,179,145000,KLM,{},"Clase ejecutiva"
599743,fepapo@viajes.cl,14125,Burgos,Motril,81,139,75000,Ryanair,{},"Clase ejecutiva"
599800,Sr.tello@viajes.cl,4061,"Las Palmas de Gran Canaria",TORREVIEJA!!!,29,3629,432000,"Singapore Airlines","{""San Fernando"",""Chiclana de la Frontera"",""Castellón de la Plana""}","Primera clase"
599818,Sr.castillo@viajes.cl,72250,Lorca,Cáceres,57,1466,128000,Iberia,{Ponferrada},"Clase económica"
599833,sta.6091@viajes.cl,44618,Arrecife,Avilés,13,2552,125000,Avianca,{Gecho},"Clase ejecutiva"
599835,madebo@viajes.cl,47987,avilés#,"SAN SEBASTíAN DE LOS REYES!!!",78,3216,121000,Emirates,"{Valladolid,""Dos Hermanas""}","Primera clase"
599885,sabanOe@viajes.cl,89195,Zaragoza,"Sanlúcar de Barrameda",1,1345,39000,"Turkish Airlines",{},"Clase económica"
599894,clemente4257@viajes.cl,53419,"San Cristróbal de la Laguna",Cartagena,11,1678,110000,Ryanair,"{""Las Palmas de Gran Canaria"",Córdoba}","Clase económica"
599923,margarita2183@viajes.cl,34652,valdemoro#,Ferrol,89,1086,121000,"Air New Zealand",{Santander},"Clase económica"
599924,leonor2699@viajes.cl,69317,Ferrol,Algeciras,39,1951,188000,"Delta Air Lines",{Alcoy},"Clase económica"
599931,repega@viajes.cl,46992,Alicante,"Santa Lucía de Tirajana",84,1218,36000,Ryanair,"{""El Puerto de Santa María""}","Clase económica"
599932,HugodelrOAo@viajes.cl,33226,"Santa Lucía de Tirajana","Hospitalet de LLobregat",77,4204,456000,Emirates,"{Oviedo,""Sanlúcar de Barrameda"",Ávila,Valdemoro}","Primera clase"
599934,stblagar@viajes.cl,72517,Cádiz,Salamanca,35,374,163000,WestJet,{},"Clase ejecutiva"
599935,stclsimo@viajes.cl,48577,oviedo#,Algeciras,64,394,45000,Vueling,{},"Clase económica"
599936,MarOAafajardo@viajes.cl,70073,Algeciras,Barcelona,29,1170,52000,"All Nippon Airways (ANA)",{Benalmádena},"Clase económica"
599937,adargOI@viajes.cl,51121,Barcelona,Algeciras,6,4197,463000,WestJet,"{Cartagena,""Las Palmas de Gran Canaria""}","Primera clase"
599942,HernOenpaz@viajes.ceele,21326,Ponferrada,Cáceres,37,702,121000,"Qatar Airways",{},"Clase ejecutiva"
599996,AdOenrivero@viajes.cl,77510,Marbella,Arrecife,81,3667,254000,JetBlue,"{Gerona,Algeciras,Paterna,""La Coruña"",Ferrol}","Primera clase"
600001,Sr.avilOos@viajes.cl,61502,Avilés,Tarrasa,5,2032,183000,"Turkish Airlines",{},"Clase económica"
600003,rosalia3675@viajes.cl,61915,Tarrasa,Getafe,30,3303,139000,KLM,"{""Hospitalet de LLobregat"",Gandía,Salamanca,""Jerez de la Frontera""}","Primera clase"
600021,ariadna6614@viajes.cl,4634,Alcobendas,Oviedo,51,3992,399000,"British Airways","{""Mollet del Vallés"",Cuenta,Alcorcón,Córdoba,Orihuela}","Primera clase"
600022,Sta.leyva@viajes.cl,22173,Oviedo,Marbella,1,693,134000,"Ethiopian Airlines",{},"Clase económica"
600072,doprcr@viajes.cl,85763,Málaga,Elche,33,1516,150000,"Frontier Airlines","{""Collado Villalba"",Manresa}","Clase ejecutiva"
600077,benjamOAn5220@viajes.cl,93838,Elche,Barcelona,70,3784,281000,"Southwest Airlines","{""Torrejón de Ardoz"",Córdoba,""Palma de Mallorca""}","Primera clase"
600081,guabsa@viajes.ceele,23373,benidorm#,"Hospitalet de LLobregat",71,4318,430000,"United Airlines","{""Palma de Mallorca"",""Molina de Segura"",Mijas}","Primera clase"
600084,Javierluna@viajes.cl,74593,"Hospitalet de LLobregat",Reus,75,4022,389000,"Alaska Airlines","{Alcorcón,Santander,""Chiclana de la Frontera"",Murcia}","Primera clase"
600133,Lourdescoronado@viajes.cl,49477,Sabadell,Lérida,30,2053,63000,Emirates,{},"Clase económica"
600134,elpees@viajes.cl,5119,Lérida,Burgos,39,3984,274000,"Etihad Airways","{Lérida,Algeciras,""Talavera de la Reina"",Vitoria,Logroño}","Primera clase"
600168,stgocaba@viajes.cl,64879,Lugo,Bilbao,31,1088,133000,Lufthansa,{Pontevedra},"Clase económica"
600169,armando9829@viajes.cl,5613,Bilbao,"MOLINA DE SEGURA!!!",98,1536,200000,KLM,"{""Santa Lucía de Tirajana""}","Clase económica"
600170,joemseri@viajes.cl,73959,"Molina de Segura",Vitoria,42,2483,87000,"Ethiopian Airlines",{},"Clase ejecutiva"
600193,Alejandromateo@viajes.cl,23820,Badalona,Cuenta,31,1205,31000,WestJet,{Guadalajara},"Clase económica"
600259,stmaarma@viajes.cl,9439,"Castellón de la Plana",Jaén,28,1546,101000,EasyJet,"{""Ciudad Real"",Sevilla}","Clase ejecutiva"
600274,mapivi@viajes.cl,37744,Rivas-Vaciamadrid,Ponferrada,37,1829,88000,"Ethiopian Airlines","{Gecho,Avilés}","Clase económica"
600281,horacio7455@viajes.ceele,41620,Ponferrada,Benidorm,9,2038,168000,Qantas,{},"Clase ejecutiva"
600283,jorge2701@viajes.cl,21101,Benidorm,Almería,11,901,47000,"Delta Air Lines",{Gijón},"Clase económica"
600284,FlorenciajOequez@viajes.cl,82113,Córdoba,Rubí,86,3025,161000,Aeroméxico,"{Cuenta,""Ciudad Real"",Lugo,Móstoles}","Primera clase"
600291,Anamireles@viajes.cl,2294,Rubí,Gandía,79,1502,90000,JetBlue,{},"Clase ejecutiva"
600293,GilbertorincOIn@viajes.cl,5281,Gandía,Coslada,37,706,132000,KLM,{},"Clase ejecutiva"
600296,EvacortOos@viajes.cl,93395,Cádiz,Valdemoro,54,889,53000,JetBlue,{},"Clase económica"
600297,amalia9799@viajes.cl,77138,Valdemoro,Paterna,5,3265,379000,Lufthansa,"{""Mollet del Vallés""}","Primera clase"
600298,sr.4634@viajes.cl,21978,Paterna,"Molina de Segura",57,675,186000,"Wizz Air",{},"Clase económica"
600373,paceru@viajes.cl,25812,Ávila,Inca,83,3402,257000,"Frontier Airlines","{""San Sebastián"",Gerona}","Primera clase"
600381,luheac@viajes.cl,18419,Inca,Oviedo,26,2509,217000,Qantas,{Palencia},"Primera clase"
600411,crriva@viajes.cl,35824,Lugo,Fuenlabrada,23,3799,329000,"Delta Air Lines","{Santander,""Talavera de la Reina""}","Primera clase"
600414,IgnaciomelOondez@viajes.cl,86139,Fuenlabrada,"Jerez de la Frontera",68,2640,133000,"Singapore Airlines","{Málaga,Málaga,Sagunto}","Primera clase"
600415,susana5212@viajes.cl,33543,"Jerez de la Frontera",Guadalajara,3,2508,158000,Avianca,{Elche},"Clase ejecutiva"
600424,josaol@viajes.cl,38884,"Cerdañola del Vallés","Ciudad Real",45,449,195000,KLM,{},"Clase ejecutiva"
600427,Elisalaboy@viajes.cl,45238,Cádiz,"Ciudad Real",94,2765,207000,EasyJet,{Paterna},"Clase ejecutiva"
600428,timoteo4318@viajes.cl,9034,Mijas,"Castellón de la Plana",35,4302,424000,"Air New Zealand","{Manresa,Gerona,Torrevieja,""Chiclana de la Frontera"",Barcelona}","Primera clase"
600433,fepapo@viajes.cl,7288,"Castellón de la Plana",Cuenta,12,2291,290000,"British Airways",{},"Clase ejecutiva"
600457,esviro@viajes.cl,33546,Móstoles,"Mollet del Vallés",53,2462,278000,"Spirit Airlines",{Alicante},"Clase ejecutiva"
600458,sabanOe@viajes.cl,49194,"Mollet del Vallés",Inca,17,397,13000,Emirates,{},"Clase económica"
600487,srmasOeca@viajes.cl,35657,"torrejón de ardoz#","Talavera de la Reina",97,2316,279000,"Frontier Airlines","{Telde,Gecho}","Primera clase"
600495,carolina8473@viajes.cl,78310,Alcoy,Oviedo,84,932,47000,Iberia,"{""Chiclana de la Frontera""}","Clase económica"
600499,benjamOAn622@viajes.ceele,68599,Oviedo,"Cornellá de Llobregat",41,2273,193000,EasyJet,{},"Clase ejecutiva"
600500,srsavile@viajes.cl,71800,"Cornellá de Llobregat",Guadalajara,15,2272,84000,"American Airlines","{Valencia,Palencia}","Primera clase"
600571,espagu@viajes.cl,14319,"La Coruña",Pontevedra,46,760,116000,"Southwest Airlines",{Ávila},"Clase económica"
600621,teodoro835@viajes.cl,96186,"El Puerto de Santa María","EL EJIDO!!!",78,1429,106000,Vueling,{Zaragoza},"Clase económica"
600622,gocere@viajes.cl,38397,"El Ejido",Avilés,43,3824,349000,Aeroméxico,"{Valdemoro,Motril,""Alcalá de Guadaira""}","Primera clase"
600637,Anagriego@viajes.cl,83718,Puertollano,"La Coruña",22,2539,110000,"Japan Airlines","{""Hospitalet de LLobregat"",Manresa,Almería}","Clase ejecutiva"
600669,micaela741@viajes.cl,42477,Orihuela,Fuengirola,54,2309,275000,"Frontier Airlines",{},"Clase ejecutiva"
600730,ana3277@viajes.cl,57515,"Jerez de la Frontera","El Prat de LLobregat",7,2695,266000,"Air Canada","{Parla,""San Fernando""}","Primera clase"
600738,sra.7947@viajes.ceele,53198,"el prat de llobregat#","EL PUERTO DE SANTA MARíA!!!",20,2468,255000,"Air New Zealand",{Reus},"Primera clase"
600739,jorge8635@viajes.cl,27209,"El Puerto de Santa María","Santa Coloma de Gramanet",33,1702,172000,"Copa Airlines",{},"Clase económica"
600740,Sta.muro@viajes.ceele,62663,burgos#,Orense,3,631,137000,EasyJet,{},"Clase ejecutiva"
600780,JorgeterOen@viajes.cl,65611,Pontevedra,Madrid,77,1664,50000,"Wizz Air","{""Talavera de la Reina"",Lorca}","Clase ejecutiva"
600789,Juanzapata@viajes.cl,96803,pontevedra#,GRANADA!!!,97,800,144000,"British Airways",{Cádiz},"Clase económica"
