codigo_reserva,correo_empleado,numero_viaje,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa
600981,maricarmen8138@viajes.cl,82393,Salamanca,Zamora,78,4122,468000,Trenitalia
600985,Arturoarmas@viajes.cl,25731,Zamora,Orense,57,369,161000,"ŽFBH (Bosnia y Herzegovina)"
600999,Guillerminanazario@viajes.cl,35135,Telde,Reus,34,3045,113000,"Primera Plus"
601007,Reinacabrera@viajes.cl,8645,Reus,Linares,42,3265,81000,"Crucero del Norte"
601010,pedro2808@viajes.cl,9635,"San Cristróbal de la Laguna",Tarrasa,12,3778,488000,"VR (Finlandia)"
601011,Rodrigoceja@viajes.cl,13008,Tarrasa,Cádiz,3,2041,132000,"BDZ (Bulgaria)"
601012,sttimeca@viajes.cl,3005,Cádiz,Móstoles,57,4207,263000,"Nederlandse Sp"
601013,raoqar@viajes.ceele,73114,mérida#,GERONA!!!,15,3466,148000,"HŽ (Croacia)"
601015,sta.6913@viajes.ceele,73500,Gerona,Benidorm,32,2780,161000,"VRZ (Croacia)"
601018,joemseri@viajes.cl,99127,Huelva,"SANTA COLOMA DE GRAMANET!!!",42,1153,102000,JetSur
601025,joagro@viajes.cl,67237,Torrevieja,Ponferrada,63,1171,33000,"Turkish Airlines"
601033,alicia9800@viajes.cl,85223,Ponferrada,Sabadell,65,3044,262000,"Qatar Airways"
601034,roberto7144@viajes.cl,73143,Sabadell,Torremolinos,11,1915,96000,"Copa Airlines"
601041,JosOobatista@viajes.cl,95491,Gijón,Elda,9,2900,148000,"PKP (Polonia)"
601045,eslesa@viajes.cl,99056,Elda,Ceuta,42,3970,274000,"MÁV (Hungría)"
601046,jaboca@viajes.cl,98961,Parla,Fuengirola,44,1784,118000,"Omnibus de México"
601047,Sta.rojas@viajes.cl,13226,Fuengirola,Cáceres,30,891,184000,Chevallier
601056,maarhe@viajes.cl,35335,Motril,Ávila,90,213,98000,"LATAM Airlines"
601057,marcela9572@viajes.cl,57694,Ávila,RIVAS-VACIAMADRID!!!,42,815,69000,Avianca
601065,BenjamOAnfigueroa@viajes.cl,34793,Pamplona,Sevilla,88,3795,293000,Trenitalia
601066,majosade@viajes.cl,69488,Sevilla,Vigo,99,3676,228000,"ŽFBH (Bosnia y Herzegovina)"
601067,srcamera@viajes.cl,90816,x,Coslada,20,x,115000,JetBlue
601069,stjepoba@viajes.cl,52844,Cáceres,Logroño,85,2733,260000,"Spirit Airlines"
601072,evtOIvi@viajes.cl,73316,Sevilla,León,79,2505,143000,"ZS (Eslovenia)"
601079,stmiOenruca@viajes.cl,57926,León,"Talavera de la Reina",21,319,133000,"ZFBH (Bosnia y Herzegovina)"
601081,Mariomireles@viajes.cl,13457,Málaga,Torrevieja,95,2066,156000,"ÖBB (Austria)"
601082,josaol@viajes.cl,19050,Torrevieja,Madrid,68,3583,182000,"SJ (Suecia)"
601083,julio3548@viajes.cl,49592,"Cornellá de Llobregat",Cádiz,69,4034,355000,WestJet
601084,Ceciliaanguiano@viajes.cl,26428,Cádiz,Gandía,57,497,61000,Aeroméxico
601085,ClaudiamarOAn@viajes.cl,66613,Getafe,Sevilla,38,2515,79000,Damas
601090,vihutr@viajes.cl,87284,Sevilla,Cádiz,48,1651,191000,Damas
601098,Virginiagarica@viajes.cl,51194,"Las Palmas de Gran Canaria","Santa Lucía de Tirajana",60,3179,381000,KLM
601099,girota@viajes.cl,9290,x,Fuenlabrada,67,2949,x,x
601100,sta.7226@viajes.cl,54994,"el puerto de santa maría#",Rivas-Vaciamadrid,21,2123,51000,"RZD (Rusia)"
601108,ana997@viajes.cl,46895,Rivas-Vaciamadrid,"Alcalá de Henares",14,2688,295000,Renfe
601109,vicente6381@viajes.ceele,87866,"alcalá de henares#",Badalona,83,2274,293000,"RZD (Rusia)"
601110,ricove@viajes.cl,94985,Guadalajara,Inca,94,3288,321000,Avianca
601113,vOAcaco@viajes.cl,79402,Orihuela,"La Línea de la Concepción",36,646,71000,"Buses Romani"
601114,sta.8454@viajes.cl,76812,"La Línea de la Concepción","Collado Villalba",42,1010,90000,Alsa
601117,marOAa1691@viajes.cl,41322,"Sanlúcar de Barrameda",Lorca,41,997,47000,"ZS (Eslovenia)"
601123,rotema@viajes.cl,42101,lorca#,"San Sebastían de los Reyes",78,1899,178000,"HŽ (Croacia)"
601125,Doloresaguilera@viajes.cl,28642,"San Sebastían de los Reyes","El Puerto de Santa María",36,845,97000,"SJ (Suecia)"
601133,Sr.alemOen@viajes.cl,64580,Torremolinos,Elda,43,3900,60000,"Buses Nilahue"
601137,Julialeal@viajes.cl,66160,"Sanlúcar de Barrameda","Jerez de la Frontera",54,681,64000,JetBlue
601138,Andreabotello@viajes.cl,71110,"Jerez de la Frontera",Córdoba,97,863,34000,"Copa Airlines"
601139,Oenvabe@viajes.cl,72353,Córdoba,Paterna,47,3952,394000,Emirates
601145,SoledadgutiOorrez@viajes.cl,13522,Pamplona,Majadahonda,47,1470,88000,Renfe
601150,Sr.montalvo@viajes.cl,35546,Majadahonda,Sevilla,81,3544,249000,Trenitalia
601158,ElisajimOAnez@viajes.cl,75017,Lérida,Getafe,31,526,96000,"BDZ (Bulgaria)"
601169,lorena2939@viajes.cl,63482,Marbella,Málaga,98,911,100000,"Copa Airlines"
601172,ramova@viajes.cl,5159,Málaga,Coslada,90,2543,88000,"Qatar Airways"
601173,roraho@viajes.cl,40758,Coslada,Cartagena,13,3410,384000,"LATAM Airlines"
601174,carmen2339@viajes.cl,16988,Parla,Almería,26,1651,131000,Qantas
601180,gotrja@viajes.ceele,14222,Estepona,Gandía,61,1324,107000,"Air France"
601188,Salvadorlucero@viajes.cl,9005,gijón#,"Mollet del Vallés",38,4286,70000,"Primera Plus"
601192,gregorio6426@viajes.cl,15980,"Mollet del Vallés",Orihuela,49,3177,142000,Futura
601193,masopu@viajes.cl,98083,Benalmádena,"La Coruña",50,1737,134000,"Estrella Roja"
601194,MarOAavOolez@viajes.cl,20991,Segovia,"Roquetas de Mar",58,2424,270000,"ZFBH (Bosnia y Herzegovina)"
601197,anlucogo@viajes.cl,14049,"el ejido#",ALBACETE!!!,26,1463,164000,"NSB (Noruega)"
601198,joemcemo@viajes.cl,77119,"mollet del vallés#",Zaragoza,39,2812,87000,"Flecha Bus"
601199,stsaheme@viajes.cl,15287,Zaragoza,"TALAVERA DE LA REINA!!!",37,1412,188000,"Condor Bus"
601204,marOAa3368@viajes.cl,97098,"Las Palmas de Gran Canaria","Palma de Mallorca",11,1435,40000,"VR (Finlandia)"
601205,Sra.Oevila@viajes.cl,17315,Fuengirola,Parla,45,2095,131000,"Via Bariloche"
601208,Magdalenaperea@viajes.cl,56158,Parla,Móstoles,38,3809,69000,Megabus
601209,Sr.pizarro@viajes.cl,65404,Almería,Elda,30,1324,183000,Avanza
601210,sra.4066@viajes.cl,10842,Lugo,Coslada,13,2231,239000,x
601213,Lourdescaraballo@viajes.cl,89678,Murcia,ZARAGOZA!!!,21,548,107000,"Delta Air Lines"
601214,vepeag@viajes.cl,14091,Zaragoza,Valladolid,78,2378,144000,"Wizz Air"
601215,Catalinaaguirre@viajes.cl,72859,Valladolid,Toledo,46,3560,237000,"Frontier Airlines"
601216,mariano1289@viajes.ceele,74662,Parla,Gerona,13,1053,80000,"RZD (Rusia)"
601220,Soniaorellana@viajes.cl,45903,Gerona,"Hospitalet de LLobregat",34,2602,191000,"NS International"
601221,dozabu@viajes.cl,29093,Fuengirola,Jaén,79,1261,43000,"SNCB (Bélgica)"
601232,jomapuyOe@viajes.cl,10902,Bilbao,Bilbao,31,219,180000,"SBB (Suiza)"
601233,sralsote@viajes.cl,86700,Salamanca,"Chiclana de la Frontera",94,573,11000,"SBB (Suiza)"
601234,sta.5013@viajes.cl,8054,"Chiclana de la Frontera",Alcobendas,48,1488,175000,AVE
601235,minaca@viajes.cl,82331,Alcobendas,Cuenta,56,1398,40000,"VRZ (Croacia)"
601238,sra.6330@viajes.cl,97900,Sevilla,"Mollet del Vallés",29,3398,280000,"Ethiopian Airlines"
601239,bernardo8297@viajes.ceele,77211,"Mollet del Vallés",Rivas-Vaciamadrid,25,3956,182000,"Japan Airlines"
601240,magufi@viajes.cl,49102,Rivas-Vaciamadrid,Sagunto,81,4198,310000,KLM
601241,Alfredocortez@viajes.cl,58145,Móstoles,Zamora,62,2449,114000,"ZSSK (Eslovaquia)"
601244,Sr.abeyta@viajes.cl,91072,Alicante,CARTAGENA!!!,83,348,29000,"All Nippon Airways (ANA)"
601246,mamioj@viajes.cl,84210,Cartagena,Vigo,42,3025,233000,"Southwest Airlines"
601247,blsema@viajes.cl,23134,Vigo,"Talavera de la Reina",10,1857,69000,Avianca
601248,sta.2588@viajes.cl,4449,Ceuta,Burgos,93,2225,156000,"Turkish Airlines"
601249,Sra.almonte@viajes.cl,79605,Burgos,"San Sebastián",98,1617,128000,"Copa Airlines"
601256,Marcosrobledo@viajes.ceele,50397,"San Sebastián","Mollet del Vallés",76,1598,82000,"Ethiopian Airlines"
601257,jocoes@viajes.cl,99209,Málaga,Lugo,42,3935,259000,Italo
601258,AlfredomacOAas@viajes.cl,10642,Lugo,Paterna,68,1105,66000,"HŽ (Croacia)"
601266,gloria5117@viajes.cl,22268,Paterna,Coslada,52,3787,353000,"CFR (Rumania)"
601271,irene6155@viajes.cl,55525,"San Sebastían de los Reyes",Torremolinos,39,3604,461000,Qantas
601272,Antonianegrete@viajes.cl,92573,Torremolinos,"San Sebastián",7,483,179000,KLM
601274,srlemaci@viajes.ceele,91244,"San Sebastián",Leganés,85,2571,254000,"Delta Air Lines"
601287,Cristinacasares@viajes.ceele,15159,fuenlabrada#,VITORIA!!!,29,1085,150000,"ZFBH (Bosnia y Herzegovina)"
601288,Sra.negrOIn@viajes.cl,51899,Vitoria,"Las Palmas de Gran Canaria",65,3370,278000,"ŽSSK (Eslovaquia)"
601289,FlorenciajOequez@viajes.cl,77367,Parla,Ferrol,45,3981,104000,JetSur
601290,GerardorodrOAgez@viajes.ceele,14729,Ferrol,Valdemoro,39,1368,96000,"Buses Romani"
601291,comoro@viajes.cl,53737,Bilbao,Valencia,50,1660,195000,JetSur
601295,mariana7516@viajes.cl,21612,Valencia,Salamanca,42,2019,153000,Andesmar
601304,minaca@viajes.cl,42729,Cartagena,Benalmádena,41,831,92000,Turbus
601308,esperanza5095@viajes.cl,52379,Mérida,"Pozuelo de Alarcón",18,2116,107000,"Ethiopian Airlines"
601309,ernesto4049@viajes.cl,36975,"Pozuelo de Alarcón",Lorca,63,3312,211000,EasyJet
601311,Sra.trejo@viajes.cl,21772,"Collado Villalba",Zamora,95,869,104000,"ÖBB (Austria)"
601316,jucOococa@viajes.cl,85918,"Dos Hermanas",Gerona,43,3525,183000,"Omnibus de México"
601318,Sta.chapa@viajes.ceele,22996,Elda,Bilbao,47,4175,101000,Megabus
601325,joaquOAn3385@viajes.ceele,24543,vigo#,"Santa Cruz de Tenerife",68,1995,133000,"MÁV (Hungría)"
601327,carlota6867@viajes.cl,52560,Huelva,Sagunto,96,2486,230000,Lufthansa
601340,sra.4066@viajes.cl,85981,"Collado Villalba",OVIEDO!!!,72,1848,151000,"LATAM Airlines"
601346,anluroco@viajes.cl,67729,"mollet del vallés#",CáDIZ!!!,x,4281,x,"SBB (Suiza)"
601347,sra.1484@viajes.cl,21716,Fuengirola,Orihuela,34,2527,127000,"Pullman Bus"
601354,sr.238@viajes.cl,59898,Orihuela,Mérida,34,4207,196000,"Pullman Bus"
601355,sequcOI@viajes.cl,68297,Marbella,"San Sebastían de los Reyes",44,1384,43000,"Copa Airlines"
601356,sra.5341@viajes.cl,439,"san sebastían de los reyes#",Huelva,41,552,118000,"United Airlines"
601357,sr.4316@viajes.cl,51411,Huelva,Sagunto,20,2871,256000,"Spirit Airlines"
601367,rimupe@viajes.cl,89496,"Pozuelo de Alarcón",Reus,43,3021,135000,"Omnibus de México"
601373,srliurme@viajes.ceele,75554,Alicante,"SANTIAGO DE COMPOSTELA!!!",40,1784,91000,Plusmar
601376,victoria2118@viajes.cl,26052,"Santiago de Compostela",PONTEVEDRA!!!,42,3174,54000,"El Rápido Internacional"
601378,Sr.cazares@viajes.cl,81203,Cartagena,Manresa,71,1762,65000,"ZSSK (Eslovaquia)"
601383,ester7366@viajes.cl,55828,Manresa,Majadahonda,28,369,189000,"Deutsche Bahn (DB)"
601390,julio2462@viajes.cl,69775,"Molina de Segura","Talavera de la Reina",66,481,27000,"VRZ (Croacia)"
601397,coesma@viajes.cl,3802,Getafe,Avilés,88,648,87000,"Deutsche Bahn (DB)"
601399,ernesto4049@viajes.cl,70964,Avilés,Lorca,10,4093,300000,"PKP (Polonia)"
601400,emilio1416@viajes.cl,87596,"Torrejón de Ardoz",Torremolinos,55,1832,82000,KLM
601406,Rosalira@viajes.cl,26538,"San Cristróbal de la Laguna",Gerona,50,1518,199000,Avanza
601412,sta.8042@viajes.cl,68891,Murcia,Fuenlabrada,77,2736,133000,"RZD (Rusia)"
601418,sta.9484@viajes.ceele,87353,Sabadell,ÁVILA!!!,73,3238,246000,"TGV (SNCF)"
601420,Homerocabrera@viajes.cl,65778,"roquetas de mar#",PAMPLONA!!!,38,2351,259000,Amtrak
601427,Mercedesriojas@viajes.cl,72805,Mataró,ZAMORA!!!,41,3218,194000,"Crucero del Norte"
601430,josOo5167@viajes.cl,62820,Zamora,Torrelavega,42,432,97000,"Omnibus de México"
601432,grbati@viajes.cl,61911,Málaga,Granada,75,1384,85000,"VRZ (Croacia)"
601439,maanvecu@viajes.cl,18717,Granada,"San Fernando",68,157,169000,"ŽFBH (Bosnia y Herzegovina)"
601455,ocarga@viajes.cl,58061,Rivas-Vaciamadrid,"Pozuelo de Alarcón",1,4206,484000,"ZS (Eslovenia)"
601456,jolubahe@viajes.cl,35315,"El Ejido","Mollet del Vallés",48,3386,97000,"El Rápido Internacional"
601462,sta.5460@viajes.cl,53911,"Mollet del Vallés","Pozuelo de Alarcón",31,2831,67000,"Via Bariloche"
601466,margarita8473@viajes.cl,60476,Guadalajara,Granollers,32,1602,163000,"Buses Nilahue"
601469,srpemeol@viajes.cl,23502,Granollers,Cuenta,32,1214,189000,"Buses Ahumada"
601470,Luissisneros@viajes.cl,22439,Algeciras,"El Ejido",51,4300,491000,"HŽ (Croacia)"
601471,Catalinavillarreal@viajes.cl,32748,"El Ejido",Ferrol,96,1022,48000,Eurostar
601472,alejandra8385@viajes.cl,88025,Rivas-Vaciamadrid,"Santa Cruz de Tenerife",93,2188,289000,"MÁV (Hungría)"
601477,sacrbu@viajes.cl,13547,"Santa Cruz de Tenerife",Salamanca,64,981,75000,"TGV (SNCF)"
601482,srmaorur@viajes.cl,68176,"El Prat de LLobregat",Córdoba,27,3579,182000,"SJ (Suecia)"
601483,tomOeso@viajes.cl,91031,Córdoba,Cádiz,43,3102,364000,"ZS (Eslovenia)"
601484,inOos8100@viajes.cl,25973,Cádiz,"San Cristróbal de la Laguna",2,2909,284000,"SNCB (Bélgica)"
601487,ramiro7200@viajes.cl,38896,"Hospitalet de LLobregat",Alcorcón,73,374,118000,"ZS (Eslovenia)"
601488,joluamma@viajes.cl,21248,Alcorcón,Móstoles,61,4278,448000,"Deutsche Bahn (DB)"
601493,srsavile@viajes.cl,57233,Móstoles,Gandía,81,340,67000,"DSB (Dinamarca)"
601499,concepciOIn9687@viajes.cl,69519,Arrecife,FUENGIROLA!!!,25,3310,234000,"American Airlines"
601500,sta.2227@viajes.cl,91720,Fuengirola,"Castellón de la Plana",93,2080,53000,Lufthansa
601514,Magdalenaperea@viajes.cl,86663,Benalmádena,"Santiago de Compostela",36,161,19000,Turbus
601515,Mariomireles@viajes.cl,72497,"Roquetas de Mar",Murcia,63,1055,80000,"RZD (Rusia)"
601516,suacpOo@viajes.cl,86246,Murcia,Torrevieja,91,473,190000,"SJ (Suecia)"
601524,InOosvenegas@viajes.cl,28463,Irún,Torremolinos,35,1382,78000,Futura
601528,alberto7497@viajes.cl,40056,"Ciudad Real",Cáceres,20,1837,54000,"Copa Airlines"
601529,razaji@viajes.cl,4456,ferrol#,"SANTA LUCíA DE TIRAJANA!!!",68,2517,194000,"United Airlines"
601530,ramiro7137@viajes.cl,87121,"Santa Lucía de Tirajana",Orense,92,2932,179000,"Air Canada"
601534,Sra.urOAas@viajes.cl,86687,Orense,Rubí,42,4155,375000,"British Airways"
601536,rabapa@viajes.cl,9231,"el puerto de santa maría#",Marbella,43,1571,194000,Andesmar
601537,ramOIn5459@viajes.cl,40731,Marbella,"San Sebastián",42,3639,164000,Monbus
601540,DOoboraabrego@viajes.cl,42436,Málaga,"Cornellá de Llobregat",73,1960,110000,"DSB (Dinamarca)"
601541,mamofi@viajes.cl,95457,Coslada,Badalona,39,2375,138000,Plusmar
601542,horacio1948@viajes.cl,50136,Badalona,Reus,31,1488,120000,"Omnibus de México"
601547,Raquelgallegos@viajes.ceele,65026,"Sanlúcar de Barrameda","Talavera de la Reina",20,3667,348000,AVE
601548,JosOobatista@viajes.cl,42376,Cuenta,"Castellón de la Plana",34,2470,106000,Alsa
601550,Sra.trejo@viajes.cl,35519,"Castellón de la Plana","Ciudad Real",36,659,133000,"Flecha Bus"
601551,ercode@viajes.cl,52899,"Ciudad Real",Badajoz,30,308,55000,Chevallier
601552,srmacrma@viajes.cl,13612,Parla,LOGROñO!!!,33,3299,152000,"El Rápido Internacional"
601553,gregorio5366@viajes.cl,98586,"San Sebastían de los Reyes",Alicante,17,3488,150000,"SJ (Suecia)"
601557,SamuelvOesquez@viajes.cl,61273,Alicante,Mataró,25,172,182000,Thalys
601560,srlutrra@viajes.cl,38716,Ferrol,"Collado Villalba",44,1274,130000,JetBlue
601561,alejandra571@viajes.cl,43031,"Collado Villalba",Córdoba,39,1486,51000,"Alaska Airlines"
601567,Rosaliabaeza@viajes.cl,99754,"La Línea de la Concepción","La Coruña",38,1591,168000,"Via Bariloche"
601568,esteban4110@viajes.cl,19405,Gandía,Majadahonda,4,3046,306000,"Air Canada"
601575,Sta.lugo@viajes.cl,80531,león#,Inca,44,3768,133000,"El Rápido Internacional"
601576,BenjamOAnfigueroa@viajes.cl,69434,Inca,Torrevieja,43,3528,183000,Damas
601577,agcato@viajes.cl,5913,x,x,41,867,x,BoltBus
601578,Gustavoulibarri@viajes.cl,75409,"Jerez de la Frontera","Castellón de la Plana",43,3952,88000,"Condor Bus"
601579,lorena2939@viajes.cl,36624,"Castellón de la Plana",Ávila,49,2697,130000,"Estrella Roja"
601586,sra.1194@viajes.cl,8906,Ávila,Algeciras,42,2122,73000,FlixBus
601590,RamOInvaldivia@viajes.cl,65442,Burgos,Benalmádena,49,145,27000,Avanza
601598,Jacoboarmenta@viajes.cl,25224,"Mollet del Vallés",Avilés,16,4040,180000,"ZS (Eslovenia)"
601605,Dianasantana@viajes.cl,98005,Avilés,INCA!!!,41,2265,198000,AVE
601607,Lolacrespo@viajes.cl,49582,Inca,Arrecife,24,2565,149000,"ŽFBH (Bosnia y Herzegovina)"
601610,Nataliaarias@viajes.cl,35913,Bilbao,Lorca,38,1046,78000,"Estrella Roja"
601617,Sta.terOen@viajes.cl,71763,Lorca,ALCORCóN!!!,47,3119,69000,"Flecha Bus"
601644,jorge8096@viajes.cl,25185,Murcia,Ferrol,100,1573,152000,"United Airlines"
601618,Sr.zarate@viajes.cl,51088,Cuenta,Alcorcón,74,3494,296000,"ŽFBH (Bosnia y Herzegovina)"
601622,ignacio7232@viajes.cl,39404,alcorcón#,Valdemoro,42,1613,136000,"HŽ (Croacia)"
601623,cecilia2735@viajes.cl,91633,Valdemoro,"El Puerto de Santa María",97,3178,155000,"Deutsche Bahn (DB)"
601624,crhegu@viajes.cl,9229,"Cerdañola del Vallés",León,84,312,165000,"ZSSK (Eslovaquia)"
601631,sr.3064@viajes.cl,67373,Salamanca,Valdemoro,48,2935,55000,Turbus
601637,Sta.ramOArez@viajes.cl,41571,Granada,Guadalajara,87,3270,382000,EasyJet
601643,sr.7869@viajes.cl,17491,Guadalajara,Murcia,87,3610,410000,WestJet
601652,ocarga@viajes.cl,45209,Lugo,"El Puerto de Santa María",99,2331,197000,"MÁV (Hungría)"
601658,Isabelolivera@viajes.cl,31734,Málaga,Rivas-Vaciamadrid,34,1373,129000,Socibus
601659,mOIdova@viajes.cl,13863,Linares,Almería,39,1129,188000,Turbus
601660,SanchotOollez@viajes.cl,23658,Almería,Cuenta,41,2073,99000,Greyhound
601667,pablo5674@viajes.ceele,9413,lugo#,"Collado Villalba",x,674,99000,Eurostar
601671,marOAa1354@viajes.cl,87687,"Collado Villalba",Fuengirola,27,3900,168000,"TGV (SNCF)"
601672,mamama@viajes.ceele,83902,"Roquetas de Mar","San Fernando",45,1835,92000,JetSur
601673,OIscar7270@viajes.cl,20314,"Mollet del Vallés",Ferrol,90,3022,355000,"Deutsche Bahn (DB)"
601677,Oenvabe@viajes.cl,24316,Ferrol,Alicante,3,2458,155000,"ÖBB (Austria)"
601679,teresa802@viajes.cl,14678,Alicante,"San Fernando",26,2165,144000,"ÖBB (Austria)"
601681,ervesu@viajes.cl,20745,Valencia,"El Puerto de Santa María",34,3891,163000,Futura
601682,mamoma@viajes.cl,79058,"El Puerto de Santa María",Huelva,34,1876,55000,"Buses Bio Bio"
601689,vepeag@viajes.cl,31207,Gandía,Fuenlabrada,42,1626,132000,Greyhound
601691,jomapuyOe@viajes.ceele,27514,"Santa Lucía de Tirajana",Albacete,34,2961,175000,Socibus
601692,olalar@viajes.cl,96996,Albacete,Córdoba,33,3082,121000,"EME Bus"
601749,sra.1985@viajes.cl,19117,"Ciudad Real",Irún,33,2153,178000,"ÖBB (Austria)"
601706,daniel2268@viajes.cl,59261,Orihuela,"Santa Lucía de Tirajana",34,3260,233000,"NS International"
601708,gurotr@viajes.cl,88302,"Santa Lucía de Tirajana",Viladecans,24,3977,280000,"CD (República Checa)"
601716,Gabrieladuarte@viajes.cl,7111,Gecho,Murcia,5,1223,65000,"NSB (Noruega)"
601727,Gonzaloregalado@viajes.cl,39867,Elche,"Castellón de la Plana",30,1173,80000,"Buses Ahumada"
601729,alfonso8745@viajes.cl,51769,Puertollano,Toledo,56,496,80000,Avianca
601736,mario5515@viajes.cl,71698,vigo#,Cáceres,41,1130,108000,"Flecha Bus"
601737,sr.9818@viajes.cl,63823,Cáceres,Linares,40,2690,99000,"Via Bariloche"
601744,sr.5449@viajes.cl,78811,Linares,Lorca,31,4188,80000,JetSur
601746,luis2060@viajes.cl,33656,"Santa Coloma de Gramanet",Huelva,76,2903,207000,"SNCB (Bélgica)"
601747,srjucOorame@viajes.cl,79449,Jaén,Benalmádena,34,543,110000,"Nederlandse Sp"
601751,Marioescobedo@viajes.cl,13152,"Talavera de la Reina",Santander,66,3211,208000,Renfe
601752,Antoniagriego@viajes.cl,22741,Marbella,Badajoz,32,858,128000,"ZFBH (Bosnia y Herzegovina)"
601759,Guillermonieto@viajes.cl,63367,Badajoz,Rivas-Vaciamadrid,76,1451,74000,"CFR (Rumania)"
601760,carolina5670@viajes.cl,77147,rivas-vaciamadrid#,Santander,83,2957,171000,"SNCB (Bélgica)"
601766,stsaalre@viajes.ceele,89876,Vigo,"Alcalá de Guadaira",48,3137,90000,Plusmar
601767,Guadalupemiramontes@viajes.cl,11423,gijón#,"San Sebastián",48,3861,55000,"Estrella Roja"
601769,sra.4109@viajes.cl,26491,Tarrasa,Cartagena,1,452,163000,Vueling
601778,sta.1826@viajes.cl,69082,Sabadell,"La Coruña",9,3728,242000,"DSB (Dinamarca)"
601779,sta.7192@viajes.cl,15820,"La Coruña","San Cristróbal de la Laguna",58,3651,272000,"RZD (Rusia)"
601780,Sta.Oevila@viajes.cl,8939,"San Sebastían de los Reyes",Manresa,15,2432,172000,"MÁV (Hungría)"
601782,madebo@viajes.cl,57670,irún#,CARTAGENA!!!,87,4157,153000,Trenitalia
601787,cldepa@viajes.cl,88117,Leganés,"Collado Villalba",48,1638,64000,"ETN Turistar"
601789,esteban919@viajes.cl,26090,"Santa Coloma de Gramanet",Granollers,35,2866,85000,"Buses Bio Bio"
601790,alejandra851@viajes.cl,11853,Granollers,Zaragoza,48,1949,50000,"Condor Bus"
601791,laesga@viajes.ceele,22004,Zaragoza,"San Fernando",36,1882,58000,Turbus
601794,srfegaro@viajes.ceele,8627,"mollet del vallés#","Jerez de la Frontera",53,3733,490000,AVE
601796,gedeal@viajes.cl,43258,"Jerez de la Frontera",Ferrol,25,558,85000,Thalys
601802,vOArimu@viajes.cl,11942,Ferrol,"Talavera de la Reina",79,1881,149000,"SNCB (Bélgica)"
601804,graciela595@viajes.cl,59042,Santander,LORCA!!!,62,4123,359000,"ÖBB (Austria)"
601812,Sr.armas@viajes.cl,77685,Lorca,Albacete,42,3034,145000,"RZD (Rusia)"
601813,Sta.lira@viajes.cl,54334,arrecife#,Murcia,6,3058,293000,"Nederlandse Sp"
601814,clamsa@viajes.cl,43336,Murcia,Segovia,89,1365,57000,"TGV (SNCF)"
601822,Sr.jimOonez@viajes.cl,324,Tarragona,"San Sebastían de los Reyes",13,3499,192000,"VRZ (Croacia)"
601830,feoror@viajes.cl,67009,Cáceres,"El Prat de LLobregat",24,1795,58000,"BDZ (Bulgaria)"
601844,gurero@viajes.cl,81325,valencia#,Mérida,96,2649,135000,"RZD (Rusia)"
601848,Lourdescaraballo@viajes.cl,34284,Logroño,Avilés,47,672,111000,"Condor Bus"
601854,arturo6593@viajes.cl,4675,Cádiz,Alcoy,41,2853,141000,BoltBus
601862,teresa7152@viajes.cl,25599,Pamplona,Valladolid,32,804,150000,KLM
601867,sra.7007@viajes.ceele,91825,"ciudad real#","Chiclana de la Frontera",x,1197,86000,"El Rápido Internacional"
601868,Oengela6761@viajes.cl,50091,Coslada,Reus,8,3410,105000,"American Airlines"
601869,RubOondOevila@viajes.cl,96890,Reus,Cádiz,15,2181,157000,"Wizz Air"
601876,srmatetega@viajes.cl,71307,Mérida,"Cerdañola del Vallés",36,1489,109000,Monbus
601882,LuisajuOerez@viajes.cl,26037,"el prat de llobregat#",Gijón,45,3944,163000,"Pullman Bus"
601883,Bernardovalverde@viajes.cl,58237,Gijón,Granada,45,1350,171000,Turbus
601884,srincaca@viajes.ceele,68044,Granada,TARRAGONA!!!,47,1854,160000,"Buses Nilahue"
601885,caruba@viajes.cl,52040,Barcelona,Estepona,39,1050,63000,"Primera Plus"
601889,Leonorvallejo@viajes.cl,44609,Marbella,León,34,2240,70000,"ETN Turistar"
601890,Albertorosado@viajes.cl,51178,Tarrasa,Badalona,32,2777,149000,Damas
601891,susana5166@viajes.cl,27846,Badalona,Palencia,49,4097,106000,"El Rápido Internacional"
601894,sta.9870@viajes.cl,3254,Palencia,Granollers,47,3609,70000,"Estrella Roja"
601895,josOo3304@viajes.cl,84971,Ferrol,Segovia,94,1284,92000,AVE
601896,ramOIn5459@viajes.cl,7362,Segovia,Valdemoro,25,3006,147000,"CP (Portugal)"
601897,agustOAn6873@viajes.cl,40080,Valdemoro,Lugo,27,1618,97000,"SNCB (Bélgica)"
601905,agzerOA@viajes.cl,69830,Ponferrada,Granada,35,1821,71000,"ZFBH (Bosnia y Herzegovina)"
601906,srcadola@viajes.cl,57933,Granada,Inca,77,3124,139000,x
601907,RaqueldomOAnguez@viajes.cl,11255,Rubí,Zaragoza,38,3837,53000,"Crucero del Norte"
601908,rosa6323@viajes.cl,1767,Zaragoza,Gijón,44,1664,121000,"Via Bariloche"
601914,Oengela6761@viajes.cl,67011,gijón#,Getafe,36,1783,98000,"ETN Turistar"
601922,Rosamurillo@viajes.cl,85130,Manresa,Granollers,48,816,54000,x
601923,garaal@viajes.cl,57674,Granollers,Arrecife,43,3058,60000,"Primera Plus"
601926,srmaorur@viajes.cl,7390,Arrecife,Lorca,38,452,31000,Megabus
