codigo_reserva,correo_empleado,numero_viaje,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,comodidades,paradas
600004,rafael9571@viajes.cl,76662,Viladecans,Leganés,28,125,126000,"ZFBH (Bosnia y Herzegovina)",{},"{Reus,Orihuela,""Castellón de la Plana""}"
600030,Isabelolivera@viajes.cl,43693,Ávila#,SEGOVIA!!!,25,1531,169000,"CP (Portugal)","{Wifi,Calefacción,Baño,Comida}",{Motril}
600041,Reinacabrera@viajes.cl,27930,Alcobendas,"Sanlúcar de Barrameda",79,4054,478000,"ZFBH (Bosnia y Herzegovina)","{Baño,Agua,Comida,Wifi,""Asientos reclinables"",TV,""Aire acondicionado""}","{""San Sebastían de los Reyes"",Rivas-Vaciamadrid,Tarragona}"
600044,ana2367@viajes.cl,97205,"Sanlúcar de Barrameda",Puertollano,99,4222,415000,"ZS (Eslovenia)","{""Aire acondicionado"",Agua,Baño,Comida,Wifi,""Asientos reclinables"",Calefacción}","{Gandía,""Santiago de Compostela""}"
600070,AndrOoscintrOIn@viajes.cl,3843,Leganés,Mataró,93,3502,365000,"TGV (SNCF)","{""Asientos reclinables"",Calefacción,Wifi,""Aire acondicionado"",Baño,TV}","{Murcia,Fuenlabrada,Paterna,Bilbao,Burgos}"
600071,srgimian@viajes.cl,57724,Mataró,Linares,58,203,38000,"CP (Portugal)",{},"{""La Coruña"",Arrecife}"
600093,emseca@viajes.cl,17074,"Mollet del Vallés",Segovia,77,157,58000,"VRZ (Croacia)",{},"{Pamplona,""Jerez de la Frontera"",Sevilla,Torrevieja}"
600097,sra.7625@viajes.cl,47850,segovia#,"ALCALá DE GUADAIRA!!!",39,3682,415000,"CD (República Checa)","{Baño,""Asientos reclinables"",""Aire acondicionado"",Comida,Calefacción,Agua,TV}","{Guadalajara,Torrevieja}"
600107,sta.6655@viajes.ceele,56287,"Chiclana de la Frontera",Barcelona,46,3935,413000,"Deutsche Bahn (DB)","{""Aire acondicionado"",TV,Baño,Agua,Calefacción,Comida,""Asientos reclinables""}","{""Santa Coloma de Gramanet"",Estepona,Sagunto}"
600113,florencia2397@viajes.cl,16985,Barcelona,"Collado Villalba",4,4195,216000,"CD (República Checa)","{Comida,""Asientos reclinables"",Baño,""Aire acondicionado"",Agua,Wifi,TV}","{""Santa Coloma de Gramanet"",Coslada,""Castellón de la Plana"",Torremolinos,Elda}"
600155,alejandro6382@viajes.cl,26587,Badajoz,Móstoles,13,469,102000,"ZSSK (Eslovaquia)",{},{Telde}
600176,javier3509@viajes.cl,24004,"Hospitalet de LLobregat",Lorca,63,2845,224000,Amtrak,"{Calefacción,TV,""Aire acondicionado"",Comida,""Asientos reclinables""}","{Segovia,Algeciras,Guadalajara}"
600181,Marisolsantacruz@viajes.cl,39071,Lorca,Lorca,27,1401,86000,Trenitalia,"{Agua,""Aire acondicionado"",""Asientos reclinables""}","{Badajoz,""El Prat de LLobregat"",Avilés,Ceuta}"
600185,macafo@viajes.cl,78561,Ávila,Arrecife,1,1781,196000,"ZSSK (Eslovaquia)","{Agua,TV,Calefacción,Baño}","{Viladecans,Gandía,Elda,Orihuela,Cádiz}"
600219,joemmeco@viajes.cl,13409,Benidorm,Zaragoza,63,533,50000,"ŽFBH (Bosnia y Herzegovina)",{},{Getafe}
600223,FlorenciajOequez@viajes.cl,98318,Zaragoza,Cartagena,50,2430,150000,"PKP (Polonia)","{Calefacción,Agua,""Aire acondicionado"",TV,Comida}",{Burgos}
600235,claudia5131@viajes.cl,34306,Rivas-Vaciamadrid,Murcia,25,x,128000,Eurostar,x,"{Granada,""Pozuelo de Alarcón"",Alcoy,Irún,Alicante}"
600246,JorgeterOen@viajes.cl,61952,Oviedo,"Ciudad Real",52,188,90000,"VRZ (Croacia)",{},"{Murcia,""Collado Villalba"",""La Coruña"",Getafe,Valdemoro}"
600247,Gloriafonseca@viajes.cl,98218,"ciudad real#",Vitoria,44,2400,203000,"TGV (SNCF)","{""Aire acondicionado"",Baño,Agua,Calefacción,Wifi}","{Vitoria,Puertollano,""Palma de Mallorca"",Inca}"
600249,beloar@viajes.cl,55046,Vitoria,Cáceres,98,3234,300000,"ÖBB (Austria)","{Comida,TV,Wifi,Agua,""Asientos reclinables"",Baño}","{Málaga,Valencia}"
600265,MarOAaOevila@viajes.cl,11523,"Pozuelo de Alarcón",Alicante,21,1082,84000,"ŽFBH (Bosnia y Herzegovina)","{""Asientos reclinables"",Wifi,Baño}","{Paterna,Sevilla,Valdemoro,Logroño}"
600272,dizamo@viajes.cl,70747,Alicante,Sabadell,93,150,64000,"ZFBH (Bosnia y Herzegovina)",{},{Gijón}
600273,Beatrizcazares@viajes.cl,12037,Sabadell,"Hospitalet de LLobregat",11,3147,230000,"SJ (Suecia)","{Comida,""Aire acondicionado"",""Asientos reclinables"",Wifi,Calefacción,Baño}","{Reus,Palencia,Bilbao,""Torrejón de Ardoz""}"
600317,caridad9977@viajes.cl,69088,"Castellón de la Plana",Torremolinos,54,794,106000,"SNCB (Bélgica)","{Calefacción,""Asientos reclinables"",Wifi}","{""Collado Villalba"",Mataró}"
600318,LorenzoconcepciOIn@viajes.cl,17224,Torremolinos,"Mollet del Vallés",87,2733,179000,"HŽ (Croacia)","{Comida,Baño,Wifi,""Aire acondicionado"",TV}","{Lugo,Fuengirola,Motril,Torremolinos,Lorca}"
600319,RubOondOevila@viajes.cl,66525,"mollet del vallés#",Sevilla,64,3427,184000,"ZFBH (Bosnia y Herzegovina)","{Calefacción,""Asientos reclinables"",Agua,Comida,Wifi,""Aire acondicionado""}","{""Palma de Mallorca"",Tarrasa}"
600327,stgocaba@viajes.cl,95808,Huelva,"Santiago de Compostela",9,2755,204000,"SJ (Suecia)","{Agua,Calefacción,""Asientos reclinables"",Baño,TV}",{Gecho}
600365,marilu5090@viajes.cl,25634,Granada,Irún,39,1907,68000,Renfe,"{Baño,Calefacción,TV,Comida}","{""El Ejido"",Mijas,Madrid,Cartagena,""Las Palmas de Gran Canaria""}"
600366,sta.6264@viajes.cl,50128,Tarrasa,"Cerdañola del Vallés",47,1798,63000,"Deutsche Bahn (DB)","{TV,""Asientos reclinables"",Agua,Comida}",{Elda}
600368,estela6150@viajes.cl,7045,Baracaldo,"Molina de Segura",71,2958,342000,Italo,"{""Asientos reclinables"",Calefacción,Baño,Agua,TV,Wifi}","{Benalmádena,""San Sebastián"",Benalmádena,Mijas,Pontevedra}"
600388,sacuri@viajes.cl,3866,Alicante,Alcorcón,29,2645,135000,"TGV (SNCF)","{TV,Agua,Baño,""Asientos reclinables"",Wifi}","{Zaragoza,Logroño,""Mollet del Vallés""}"
600391,AlfonsojimOAnez@viajes.ceele,19943,fuenlabrada#,"ALCALá DE GUADAIRA!!!",16,3225,164000,Renfe,"{Comida,Agua,""Asientos reclinables"",Calefacción,Wifi,""Aire acondicionado""}","{""Molina de Segura"",Cádiz}"
600416,sta.391@viajes.cl,26561,Tarragona,Sevilla,10,4035,150000,"ZFBH (Bosnia y Herzegovina)","{""Aire acondicionado"",Wifi,Comida,Calefacción,Agua,Baño,""Asientos reclinables""}","{Cuenta,Barcelona}"
600419,ervesu@viajes.cl,49509,Arrecife,"El Prat de LLobregat",66,392,181000,"BDZ (Bulgaria)",{},"{""Santa Cruz de Tenerife"",Huelva,Ferrol,""El Prat de LLobregat""}"
600435,srliurme@viajes.cl,55905,"San Sebastián",Gerona,77,4242,243000,"SJ (Suecia)","{Comida,Wifi,Calefacción,Baño,TV,Agua,""Asientos reclinables""}","{Baracaldo,Mataró,Gandía,Orense,""Cornellá de Llobregat""}"
600436,sacaca@viajes.cl,25684,Gerona,Sevilla,99,2549,88000,"ŽFBH (Bosnia y Herzegovina)","{Wifi,""Asientos reclinables"",TV,""Aire acondicionado"",Baño}","{Granollers,Murcia}"
600459,RamOInquezada@viajes.cl,84951,Mijas,Mijas,52,2162,259000,"Deutsche Bahn (DB)","{Agua,Comida,Wifi,Calefacción,""Asientos reclinables""}","{Avilés,Estepona,Fuengirola,""Pozuelo de Alarcón"",""San Fernando""}"
600473,srmaliva@viajes.cl,11584,Leganés,"Mollet del Vallés",74,4093,481000,"Nederlandse Sp","{Wifi,""Asientos reclinables"",Baño,Agua,Calefacción,TV,Comida}","{Sabadell,Alicante}"
600507,joemleol@viajes.cl,15582,Jaén,"Alcalá de Guadaira",95,2488,86000,"RZD (Rusia)","{Baño,Comida,TV,Agua,Calefacción}","{Pontevedra,Valladolid,Burgos}"
600508,ereshu@viajes.cl,52163,"Alcalá de Guadaira",Gecho,40,2206,215000,"ŽSSK (Eslovaquia)","{Baño,""Aire acondicionado"",Wifi,Agua,""Asientos reclinables""}",{Alcobendas}
600509,sta.9870@viajes.cl,27496,Gecho,Zamora,48,3523,133000,"Nederlandse Sp","{Wifi,""Asientos reclinables"",Baño,Comida,""Aire acondicionado"",TV}","{Coslada,Segovia,Granollers,""Sanlúcar de Barrameda"",""Pozuelo de Alarcón""}"
600517,Marisolsantacruz@viajes.cl,24015,"Santa Cruz de Tenerife",Telde,15,833,58000,"ŽFBH (Bosnia y Herzegovina)","{TV,Comida,""Asientos reclinables""}","{Albacete,Valdemoro,Torremolinos,Arrecife,""Cornellá de Llobregat""}"
600560,raOevqu@viajes.cl,11042,Orihuela,Gandía,2,2566,200000,AVE,"{Calefacción,Agua,""Asientos reclinables"",Wifi,TV}","{Badalona,Burgos,Elche}"
600561,diana7983@viajes.cl,62130,Gandía,Arrecife,12,749,124000,Amtrak,"{TV,""Aire acondicionado"",Agua}",{Leganés}
600562,macrgivi@viajes.cl,72581,Arrecife,Getafe,55,631,12000,Italo,{},"{Cáceres,""Palma de Mallorca"",Vitoria,Guadalajara,""Alcalá de Guadaira""}"
600619,feagor@viajes.cl,63201,"San Sebastían de los Reyes",León,29,2143,116000,"VRZ (Croacia)","{TV,Calefacción,Comida,""Asientos reclinables""}","{Tarrasa,Baracaldo,Vitoria}"
600620,pamoca@viajes.cl,16879,León,"Jerez de la Frontera",48,3768,478000,"ŽFBH (Bosnia y Herzegovina)","{""Aire acondicionado"",Agua,Baño,Comida,Calefacción,""Asientos reclinables"",TV}","{Mérida,""Santa Lucía de Tirajana"",Fuengirola,Segovia}"
600625,LolacintrOIn@viajes.cl,59504,cuenta#,x,77,x,26000,x,{},"{""Jerez de la Frontera""}"
600638,torace@viajes.cl,26411,Torrevieja,Málaga,71,3454,202000,Eurostar,"{""Asientos reclinables"",""Aire acondicionado"",Agua,Calefacción,Comida,Wifi}","{Torrevieja,Logroño,Vitoria}"
600646,florencia6345@viajes.cl,38192,málaga#,Sagunto,73,2283,250000,"ZSSK (Eslovaquia)","{TV,Agua,Comida,Baño,""Aire acondicionado""}",{Barcelona}
600647,Anarivero@viajes.cl,19575,Sagunto,Baracaldo,88,506,99000,"CFR (Rumania)",{},"{""La Coruña"",""Alcalá de Henares"",Inca,Albacete,Ferrol}"
600650,lorenzo950@viajes.cl,79405,Granada,Huelva,22,4137,211000,"ZS (Eslovenia)","{TV,""Aire acondicionado"",Agua,Baño,Wifi,Comida,""Asientos reclinables""}","{Cádiz,Avilés}"
600658,Lucashuerta@viajes.cl,11683,Tarragona,"San Sebastían de los Reyes",9,2873,275000,"VRZ (Croacia)","{""Asientos reclinables"",Calefacción,Wifi,Agua,TV}","{Zamora,""La Coruña""}"
600692,milool@viajes.cl,58715,manresa#,Toledo,34,2923,127000,"VRZ (Croacia)","{""Asientos reclinables"",Baño,Wifi,TV,Agua,Calefacción}","{Granada,Valladolid,Lérida,""San Cristróbal de la Laguna"",""La Línea de la Concepción""}"
600693,gerardo9129@viajes.cl,40787,Toledo,Cartagena,43,2966,385000,"Nederlandse Sp","{Calefacción,Wifi,""Aire acondicionado"",Baño,TV,Agua}","{Pamplona,Córdoba,Badalona}"
600701,Sr.puente@viajes.cl,44936,"Santiago de Compostela",MáLAGA!!!,29,3398,397000,AVE,"{Wifi,""Asientos reclinables"",TV,""Aire acondicionado"",Calefacción,Agua}","{Sabadell,Tarrasa,Torrelavega,Mérida}"
600703,Ramonaalva@viajes.cl,21424,Málaga,Torrevieja,89,1824,127000,Thalys,"{""Aire acondicionado"",""Asientos reclinables"",Comida,TV}","{Sevilla,""Cerdañola del Vallés"",""Cornellá de Llobregat"",Gijón}"
600706,sr.4175@viajes.ceele,40007,"San Sebastían de los Reyes",BILBAO!!!,50,1421,67000,"CD (República Checa)","{Calefacción,Comida,Baño}","{Benalmádena,""Alcalá de Henares"",Manresa,""Santiago de Compostela""}"
600713,MarisolbenavOAdez@viajes.cl,23582,Bilbao,Elche,88,3886,163000,"CFR (Rumania)","{Wifi,Baño,TV,Agua,""Asientos reclinables"",Calefacción,Comida}","{Reus,Marbella,Reus}"
600741,Alfredocardona@viajes.cl,89760,Reus,Coslada,80,1324,71000,"CD (República Checa)","{Baño,Comida,""Asientos reclinables""}","{Torremolinos,Paterna}"
600745,lourdes1321@viajes.cl,94087,Parla,"La Línea de la Concepción",46,3034,143000,Amtrak,"{Calefacción,Wifi,""Aire acondicionado"",""Asientos reclinables"",TV,Baño}","{Alcoy,""El Puerto de Santa María"",Paterna,Cartagena}"
600746,jocama@viajes.cl,36912,"La Línea de la Concepción",Ponferrada,46,2480,281000,Italo,"{""Asientos reclinables"",TV,""Aire acondicionado"",Comida,Calefacción}","{Burgos,""Santiago de Compostela"",Irún,Ávila,Pamplona}"
600760,Mariocarbajal@viajes.ceele,53869,"Roquetas de Mar",Sevilla,78,1421,125000,"SBB (Suiza)","{TV,""Asientos reclinables"",Agua}","{Granada,Gerona,Orihuela}"
600765,maricarmen8138@viajes.cl,55069,Sevilla,"Cerdañola del Vallés",89,1711,103000,"PKP (Polonia)","{Baño,Comida,Wifi,""Aire acondicionado""}","{Tarragona,""San Sebastían de los Reyes""}"
600766,Evamontes@viajes.cl,26283,"Cerdañola del Vallés",Granada,25,2942,109000,Eurostar,"{Agua,Wifi,""Aire acondicionado"",Comida,""Asientos reclinables"",Baño}","{""Santa Cruz de Tenerife"",Madrid}"
600781,Miguelfranco@viajes.cl,7827,Leganés,"El Ejido",75,2675,245000,"ŽFBH (Bosnia y Herzegovina)","{TV,""Aire acondicionado"",Wifi,Agua,Calefacción}","{Reus,""Alcalá de Henares"",Leganés}"
600782,gilberto3151@viajes.cl,56040,"El Ejido",Zaragoza,60,3460,240000,"DSB (Dinamarca)","{Baño,Calefacción,Comida,""Aire acondicionado"",""Asientos reclinables"",TV}","{Alicante,""Santa Cruz de Tenerife"",Mérida,Madrid}"
600821,EsperanzaalcOentar@viajes.ceele,96734,elche#,MANRESA!!!,52,593,6000,"Nederlandse Sp",{},"{Leganés,Oviedo}"
600831,Felipemadrid@viajes.cl,21907,Alcoy,Torrevieja,60,3839,285000,"PKP (Polonia)","{Baño,Agua,""Aire acondicionado"",Wifi,""Asientos reclinables"",Comida,Calefacción}","{Cartagena,""Alcalá de Henares"",""Castellón de la Plana""}"
600832,Marcosrobledo@viajes.cl,89287,Linares,Badalona,15,4287,250000,"NS International","{TV,""Asientos reclinables"",Agua,Comida,Calefacción,Wifi,Baño}",{Orihuela}
600850,srelbuga@viajes.cl,45444,"Jerez de la Frontera",Málaga,65,3311,205000,Eurostar,"{""Aire acondicionado"",Agua,Baño,""Asientos reclinables"",Comida,Wifi}","{Torrelavega,León,Leganés}"
600869,horacio790@viajes.cl,87487,Parla,Pontevedra,87,261,72000,Trenitalia,{},"{Fuengirola,Pontevedra,Santander}"
600870,josOo3692@viajes.cl,88978,Pontevedra,Vigo,74,1029,116000,Eurostar,"{Agua,TV,Baño}","{""La Coruña"",""San Fernando"",Gijón,Sevilla,""San Sebastián""}"
600879,sayOeme@viajes.ceele,15833,Sevilla,SAGUNTO!!!,62,726,104000,"NSB (Noruega)","{Agua,TV,Comida}","{Majadahonda,Córdoba,Tarragona}"
600911,cOosar6940@viajes.cl,77878,Granollers,Majadahonda,19,2309,193000,AVE,"{TV,Wifi,Comida,Calefacción,""Asientos reclinables""}","{León,Reus,Vigo,Coslada}"
600943,sr.9069@viajes.cl,30485,Gandía,"La Línea de la Concepción",82,2315,249000,"ŽSSK (Eslovaquia)","{Baño,Wifi,Calefacción,Agua,""Aire acondicionado""}",{Irún}
600969,andrOos1126@viajes.cl,34275,alcobendas#,"Mollet del Vallés",77,3524,303000,"VRZ (Croacia)","{Comida,TV,""Aire acondicionado"",Calefacción,Baño,Agua}","{Burgos,""Ciudad Real"",""La Línea de la Concepción"",Valdemoro}"
600970,nocali@viajes.cl,48317,"Mollet del Vallés",Linares,34,285,12000,"SNCB (Bélgica)",{},"{""Alcalá de Guadaira"",Oviedo,Pontevedra,Rivas-Vaciamadrid,Segovia}"
600974,Homerocabrera@viajes.cl,66835,Jaén,"Santiago de Compostela",7,1136,60000,"ÖBB (Austria)","{Calefacción,Comida,""Aire acondicionado""}","{""El Ejido"",Móstoles,""El Prat de LLobregat"",""Santiago de Compostela"",Burgos}"
600981,maricarmen8138@viajes.cl,82393,Salamanca,Zamora,78,4122,468000,Trenitalia,"{Agua,TV,Calefacción,""Asientos reclinables"",Wifi,""Aire acondicionado"",Baño}",{Motril}
600985,Arturoarmas@viajes.cl,25731,Zamora,Orense,57,369,161000,"ŽFBH (Bosnia y Herzegovina)",{},"{Inca,Málaga}"
601010,pedro2808@viajes.cl,9635,"San Cristróbal de la Laguna",Tarrasa,12,3778,488000,"VR (Finlandia)","{Comida,Calefacción,""Aire acondicionado"",Baño,Wifi,TV,Agua}","{Zamora,""Santiago de Compostela""}"
601011,Rodrigoceja@viajes.cl,13008,Tarrasa,Cádiz,3,2041,132000,"BDZ (Bulgaria)","{Baño,""Aire acondicionado"",Calefacción,""Asientos reclinables""}","{Granollers,Cáceres}"
601012,sttimeca@viajes.cl,3005,Cádiz,Móstoles,57,4207,263000,"Nederlandse Sp","{TV,Comida,Calefacción,Agua,Wifi,""Asientos reclinables"",Baño}",{Arrecife}
601015,sta.6913@viajes.ceele,73500,Gerona,Benidorm,32,2780,161000,"VRZ (Croacia)","{Wifi,TV,Comida,Baño,Calefacción}","{Zaragoza,Lorca}"
601041,JosOobatista@viajes.cl,95491,Gijón,Elda,9,2900,148000,"PKP (Polonia)","{""Aire acondicionado"",""Asientos reclinables"",Comida,Baño,Wifi,Calefacción}","{Manresa,Santander,Granada}"
601045,eslesa@viajes.cl,99056,Elda,Ceuta,42,3970,274000,"MÁV (Hungría)","{Comida,Calefacción,Baño,""Aire acondicionado"",""Asientos reclinables"",TV,Wifi}","{Albacete,Vitoria,Vitoria}"
601065,BenjamOAnfigueroa@viajes.cl,34793,Pamplona,Sevilla,88,3795,293000,Trenitalia,"{Agua,Wifi,Baño,""Aire acondicionado"",TV,Comida,Calefacción}","{Vitoria,Barcelona,Reus,Palencia,""Cerdañola del Vallés""}"
601066,majosade@viajes.cl,69488,Sevilla,Vigo,99,3676,228000,"ŽFBH (Bosnia y Herzegovina)","{Comida,Agua,Baño,Wifi,""Asientos reclinables"",TV,""Aire acondicionado""}",{Leganés}
601072,evtOIvi@viajes.cl,73316,Sevilla,León,79,2505,143000,"ZS (Eslovenia)","{""Asientos reclinables"",Agua,TV,Wifi,Comida}",{Avilés}
601079,stmiOenruca@viajes.cl,57926,León,"Talavera de la Reina",21,319,133000,"ZFBH (Bosnia y Herzegovina)",{},{Bilbao}
601081,Mariomireles@viajes.cl,13457,Málaga,Torrevieja,95,2066,156000,"ÖBB (Austria)","{Calefacción,Agua,TV,""Aire acondicionado""}",{Pontevedra}
601082,josaol@viajes.cl,19050,Torrevieja,Madrid,68,3583,182000,"SJ (Suecia)","{""Aire acondicionado"",Wifi,Calefacción,Baño,Comida,""Asientos reclinables""}","{Cuenta,Salamanca}"
601100,sta.7226@viajes.cl,54994,"el puerto de santa maría#",Rivas-Vaciamadrid,21,2123,51000,"RZD (Rusia)","{""Aire acondicionado"",TV,""Asientos reclinables"",Wifi}","{Granada,""Collado Villalba"",Málaga}"
601108,ana997@viajes.cl,46895,Rivas-Vaciamadrid,"Alcalá de Henares",14,2688,295000,Renfe,"{Agua,Wifi,""Aire acondicionado"",Comida,""Asientos reclinables""}","{Mataró,Cádiz,""Palma de Mallorca"",Calahorra,Majadahonda}"
601109,vicente6381@viajes.ceele,87866,"alcalá de henares#",Badalona,83,2274,293000,"RZD (Rusia)","{Baño,""Aire acondicionado"",Agua,Calefacción,Wifi}","{León,Coslada,Rivas-Vaciamadrid,Granada}"
601117,marOAa1691@viajes.cl,41322,"Sanlúcar de Barrameda",Lorca,41,997,47000,"ZS (Eslovenia)","{TV,Calefacción,Wifi}","{Santander,Majadahonda,Jaén,""Castellón de la Plana"",""La Línea de la Concepción""}"
601125,Doloresaguilera@viajes.cl,28642,"San Sebastían de los Reyes","El Puerto de Santa María",36,845,97000,"SJ (Suecia)","{Agua,Comida,""Asientos reclinables""}","{""Cornellá de Llobregat"",Linares,Orense,Gecho,Parla}"
601150,Sr.montalvo@viajes.cl,35546,Majadahonda,Sevilla,81,3544,249000,Trenitalia,"{""Aire acondicionado"",""Asientos reclinables"",Baño,Agua,TV,Wifi}","{""Alcalá de Henares""}"
601194,MarOAavOolez@viajes.cl,20991,Segovia,"Roquetas de Mar",58,2424,270000,"ZFBH (Bosnia y Herzegovina)","{Agua,Calefacción,TV,""Aire acondicionado"",Wifi}","{Mérida,Albacete,Benalmádena,Sabadell}"
601197,anlucogo@viajes.cl,14049,"el ejido#",ALBACETE!!!,26,1463,164000,"NSB (Noruega)","{Wifi,Baño,TV,Comida}","{""La Coruña"",Huelva,""Santa Lucía de Tirajana""}"
601204,marOAa3368@viajes.cl,97098,"Las Palmas de Gran Canaria","Palma de Mallorca",11,1435,40000,"VR (Finlandia)","{""Aire acondicionado"",TV,Comida}","{Palencia,Majadahonda,Almería,Getafe,Getafe}"
601210,sra.4066@viajes.cl,10842,Lugo,Coslada,13,2231,239000,x,x,"{""Santiago de Compostela""}"
601216,mariano1289@viajes.ceele,74662,Parla,Gerona,13,1053,80000,"RZD (Rusia)","{""Aire acondicionado"",Calefacción,""Asientos reclinables""}","{Salamanca,Tarrasa,Marbella}"
601232,jomapuyOe@viajes.cl,10902,Bilbao,Bilbao,31,219,180000,"SBB (Suiza)",{},"{Huelva,Manresa,Granada}"
601233,sralsote@viajes.cl,86700,Salamanca,"Chiclana de la Frontera",94,573,11000,"SBB (Suiza)",{},"{Getafe,Telde,Mijas,Córdoba}"
601234,sta.5013@viajes.cl,8054,"Chiclana de la Frontera",Alcobendas,48,1488,175000,AVE,"{Wifi,Calefacción,""Aire acondicionado"",""Asientos reclinables""}","{Rubí,""Las Palmas de Gran Canaria"",Puertollano}"
601235,minaca@viajes.cl,82331,Alcobendas,Cuenta,56,1398,40000,"VRZ (Croacia)","{Agua,Calefacción,""Aire acondicionado""}","{Salamanca,Ferrol,""Santa Cruz de Tenerife"",Viladecans}"
601241,Alfredocortez@viajes.cl,58145,Móstoles,Zamora,62,2449,114000,"ZSSK (Eslovaquia)","{""Asientos reclinables"",Wifi,TV,""Aire acondicionado"",Calefacción}","{Gandía,Vitoria}"
601257,jocoes@viajes.cl,99209,Málaga,Lugo,42,3935,259000,Italo,"{Baño,Agua,Comida,Wifi,TV,Calefacción,""Aire acondicionado""}","{""San Sebastían de los Reyes""}"
601258,AlfredomacOAas@viajes.cl,10642,Lugo,Paterna,68,1105,66000,"HŽ (Croacia)","{Agua,Comida,""Asientos reclinables""}","{Gandía,Sagunto,Orense,Ávila,""Palma de Mallorca""}"
601288,Sra.negrOIn@viajes.cl,51899,Vitoria,"Las Palmas de Gran Canaria",65,3370,278000,"ŽSSK (Eslovaquia)","{TV,""Asientos reclinables"",Comida,Agua,Wifi,Baño}","{""Palma de Mallorca"",Palencia,Torremolinos}"
601311,Sra.trejo@viajes.cl,21772,"Collado Villalba",Zamora,95,869,104000,"ÖBB (Austria)","{Calefacción,Agua,""Asientos reclinables""}","{""San Sebastían de los Reyes"",Torremolinos,Mataró}"
601325,joaquOAn3385@viajes.ceele,24543,vigo#,"Santa Cruz de Tenerife",68,1995,133000,"MÁV (Hungría)","{TV,Comida,Baño,Calefacción}","{Santander,""Molina de Segura""}"
601346,anluroco@viajes.cl,67729,"mollet del vallés#",CáDIZ!!!,x,4281,x,"SBB (Suiza)","{Baño,""Aire acondicionado"",Agua,TV,""Asientos reclinables"",Comida,Calefacción}","{""Torrejón de Ardoz"",Leganés}"
601383,ester7366@viajes.cl,55828,Manresa,Majadahonda,28,369,189000,"Deutsche Bahn (DB)",{},"{Almería,Linares}"
601397,coesma@viajes.cl,3802,Getafe,Avilés,88,648,87000,"Deutsche Bahn (DB)",{},"{Irún,""Ciudad Real"",Sevilla,""Santiago de Compostela""}"
601399,ernesto4049@viajes.cl,70964,Avilés,Lorca,10,4093,300000,"PKP (Polonia)","{""Asientos reclinables"",""Aire acondicionado"",Comida,Agua,Calefacción,TV,Baño}","{Móstoles,Zaragoza,""Cerdañola del Vallés"",Granada}"
601412,sta.8042@viajes.cl,68891,Murcia,Fuenlabrada,77,2736,133000,"RZD (Rusia)","{Comida,Baño,""Aire acondicionado"",TV,Agua}","{""San Fernando"",Calahorra,Vigo,Burgos}"
601418,sta.9484@viajes.ceele,87353,Sabadell,ÁVILA!!!,73,3238,246000,"TGV (SNCF)","{""Aire acondicionado"",TV,Wifi,Comida,Baño,Agua}","{""Collado Villalba""}"
601420,Homerocabrera@viajes.cl,65778,"roquetas de mar#",PAMPLONA!!!,38,2351,259000,Amtrak,"{TV,""Asientos reclinables"",Comida,Baño,Calefacción}","{Ferrol,León,Lorca}"
601432,grbati@viajes.cl,61911,Málaga,Granada,75,1384,85000,"VRZ (Croacia)","{TV,Baño,""Asientos reclinables""}","{Parla,Orihuela}"
601470,Luissisneros@viajes.cl,22439,Algeciras,"El Ejido",51,4300,491000,"HŽ (Croacia)","{TV,""Asientos reclinables"",Comida,""Aire acondicionado"",Calefacción,Agua,Wifi}","{Fuenlabrada,Fuenlabrada,Orihuela,Pamplona}"
601471,Catalinavillarreal@viajes.cl,32748,"El Ejido",Ferrol,96,1022,48000,Eurostar,"{""Aire acondicionado"",Wifi,Comida}","{""Jerez de la Frontera"",Torrelavega,Baracaldo,Almería}"
601472,alejandra8385@viajes.cl,88025,Rivas-Vaciamadrid,"Santa Cruz de Tenerife",93,2188,289000,"MÁV (Hungría)","{Agua,""Aire acondicionado"",""Asientos reclinables"",Baño,Wifi}","{""Santa Cruz de Tenerife"",Sabadell,""Alcalá de Guadaira"",Irún,Valdemoro}"
601482,srmaorur@viajes.cl,68176,"El Prat de LLobregat",Córdoba,27,3579,182000,"SJ (Suecia)","{""Asientos reclinables"",Wifi,Comida,""Aire acondicionado"",Agua,Baño}","{Jaén,Fuengirola,Sevilla}"
601483,tomOeso@viajes.cl,91031,Córdoba,Cádiz,43,3102,364000,"ZS (Eslovenia)","{Agua,Wifi,Comida,""Aire acondicionado"",""Asientos reclinables"",Baño}","{Guadalajara,""El Ejido"",Inca}"
601487,ramiro7200@viajes.cl,38896,"Hospitalet de LLobregat",Alcorcón,73,374,118000,"ZS (Eslovenia)",{},"{Córdoba,Alcorcón,Almería,""Cornellá de Llobregat""}"
601488,joluamma@viajes.cl,21248,Alcorcón,Móstoles,61,4278,448000,"Deutsche Bahn (DB)","{Calefacción,TV,Wifi,""Asientos reclinables"",Baño,Comida,Agua}","{Gijón,Viladecans,""Santiago de Compostela""}"
601493,srsavile@viajes.cl,57233,Móstoles,Gandía,81,340,67000,"DSB (Dinamarca)",{},"{Segovia,Huelva,""San Fernando"",Móstoles,Alcoy}"
601515,Mariomireles@viajes.cl,72497,"Roquetas de Mar",Murcia,63,1055,80000,"RZD (Rusia)","{TV,Baño,""Aire acondicionado""}","{Cartagena,Valladolid,Lugo,Logroño}"
