codigo_reserva,correo_empleado,numero_viaje,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,tipo,comodidades
596542,sobofi@viajes.cl,92420,"La Línea de la Concepción",Granada,37,2803,82000,"Flecha Bus",Cama,"{Wifi,""Aire acondicionado"",""Asientos reclinables""}"
596550,sra.742@viajes.cl,54361,Almería,Granada,48,4192,133000,Turbus,Cama,"{Comida,Calefacción,Baño}"
596564,luursa@viajes.cl,65801,León,Ferrol,45,2474,159000,Monbus,Cama,"{""Asientos reclinables"",Baño,TV}"
596584,federico4047@viajes.cl,98842,Guadalajara,Irún,38,3934,190000,"Omnibus de México",Cama,"{Baño,Calefacción,Comida}"
596585,Gustavoulibarri@viajes.cl,50868,Irún,Rubí,38,2540,128000,Megabus,Cama,"{Wifi,TV,""Asientos reclinables""}"
596607,maselo@viajes.cl,27899,Elda,Pontevedra,30,2919,189000,"Buses Ahumada",Cama,"{Wifi,""Asientos reclinables"",TV}"
596608,florencia8495@viajes.cl,42727,Pontevedra,"Mollet del Vallés",42,3752,94000,"Buses Nilahue",Cama,"{TV,Agua,Wifi}"
596632,Sra.olvera@viajes.cl,74451,x,Vigo,x,212,26000,BoltBus,Normal,x
596633,mamioj@viajes.cl,31818,Vigo,Almería,34,3487,160000,FlixBus,Cama,"{Baño,""Aire acondicionado"",TV}"
596677,alberto236@viajes.cl,71398,Barcelona,Lugo,45,3681,181000,Futura,Cama,"{Agua,Comida,TV}"
596681,sr.9956@viajes.cl,18615,"Sanlúcar de Barrameda","Molina de Segura",42,1375,188000,"Crucero del Norte",Cama,"{""Asientos reclinables"",TV,Wifi}"
596690,natalia5857@viajes.cl,55711,"San Cristróbal de la Laguna",Estepona,36,3772,174000,"EME Bus",Cama,"{Calefacción,TV,Baño}"
596712,Diegorobledo@viajes.cl,1505,"Talavera de la Reina",Cádiz,49,3151,112000,"Buses Ahumada",Cama,"{Comida,""Asientos reclinables"",""Aire acondicionado""}"
596732,marco1971@viajes.cl,15008,Alcoy,Zamora,40,474,76000,Futura,Semi-cama,"{Calefacción,""Asientos reclinables"",""Aire acondicionado""}"
596734,Sra.carrera@viajes.cl,28133,"Castellón de la Plana","El Prat de LLobregat",46,1545,81000,"Via Bariloche",Cama,"{Agua,TV,Comida}"
596759,josOo8194@viajes.cl,86160,Fuengirola,Torremolinos,50,2165,134000,Avanza,Cama,"{Wifi,TV,""Aire acondicionado""}"
596771,ripuva@viajes.cl,49925,"santa cruz de tenerife#",Torremolinos,34,3599,150000,Alsa,Cama,"{Agua,Wifi,TV}"
596774,sr.9069@viajes.cl,15678,x,Telde,30,x,76000,"Primera Plus",Cama,"{""Aire acondicionado"",Agua,Comida}"
596780,jucatove@viajes.cl,84833,Telde,Parla,30,2582,119000,"Buses Bio Bio",Cama,"{TV,Comida,""Aire acondicionado""}"
596798,MarOAafajardo@viajes.cl,7258,Cáceres,"Pozuelo de Alarcón",45,879,88000,"Buses Bio Bio",Cama,"{Comida,Calefacción,Baño}"
596816,agustOAn6873@viajes.cl,81817,Manresa,Orihuela,35,260,31000,"Pullman Bus",Normal,"{Baño,Agua,TV}"
596824,claudia4389@viajes.ceele,40297,Orihuela,"Castellón de la Plana",32,1586,73000,JetSur,Cama,"{Baño,""Aire acondicionado"",Comida}"
596831,concepciOIn7158@viajes.cl,60153,Vitoria,Arrecife,45,3272,140000,"Buses Bio Bio",Cama,"{Baño,""Aire acondicionado"",Agua}"
596832,Lucashuerta@viajes.cl,59284,arrecife#,Elche,49,689,135000,"Primera Plus",Cama,"{Baño,Comida,Calefacción}"
596836,josOo7758@viajes.cl,54014,Elche,Orense,46,3684,114000,Greyhound,Cama,"{Calefacción,TV,Agua}"
596841,Gonzaloprado@viajes.cl,55627,Tarragona,Fuenlabrada,31,940,141000,"Omnibus de México",Cama,"{Agua,Wifi,""Aire acondicionado""}"
596847,natalia6194@viajes.cl,52231,Fuenlabrada,Alcobendas,36,1739,186000,Chevallier,Cama,"{Calefacción,TV,Baño}"
596852,cristobal9533@viajes.cl,78780,Alcobendas,"Santa Lucía de Tirajana",41,2502,109000,"Via Bariloche",Cama,"{Comida,""Aire acondicionado"",TV}"
596883,jomaro@viajes.ceele,41602,Lorca,VILADECANS!!!,38,2251,67000,BoltBus,Cama,"{Wifi,""Aire acondicionado"",TV}"
596902,ester8178@viajes.cl,70908,Gijón,Viladecans,42,389,50000,Futura,Cama,"{Agua,Baño,""Asientos reclinables""}"
596903,agustOAn6873@viajes.cl,43505,Viladecans,"Santa Coloma de Gramanet",33,632,56000,Socibus,Cama,"{Comida,Baño,Wifi}"
596905,sta.8391@viajes.cl,9045,"Santa Coloma de Gramanet",BILBAO!!!,48,2796,123000,"Primera Plus",Cama,"{""Aire acondicionado"",Agua,Baño}"
596920,alleca@viajes.cl,45884,Pontevedra,Elche,47,4223,101000,"Via Bariloche",Cama,"{Baño,Calefacción,""Aire acondicionado""}"
596933,Sergioorozco@viajes.cl,48830,Motril,"San Cristróbal de la Laguna",38,1148,179000,FlixBus,Cama,"{""Aire acondicionado"",Wifi,Calefacción}"
596976,jorool@viajes.cl,13553,"Collado Villalba","Hospitalet de LLobregat",44,2855,72000,Futura,Cama,"{Comida,Baño,TV}"
596977,srcrfrma@viajes.cl,82780,"Hospitalet de LLobregat",Alcoy,38,3681,182000,"Primera Plus",Cama,"{Agua,Comida,Calefacción}"
596980,rosario2602@viajes.ceele,45888,majadahonda#,Zamora,34,3907,82000,FlixBus,Cama,"{Baño,Agua,""Asientos reclinables""}"
596984,Lucastijerina@viajes.cl,63693,Zamora,Mérida,35,2839,200000,BoltBus,Cama,"{""Asientos reclinables"",Calefacción,Wifi}"
596990,locabu@viajes.cl,20818,Mérida,"El Puerto de Santa María",36,574,123000,Megabus,Cama,"{""Aire acondicionado"",Baño,Agua}"
597005,bernardo8297@viajes.cl,58868,"Chiclana de la Frontera",Elche,49,3799,140000,"EME Bus",Cama,"{Wifi,Calefacción,""Aire acondicionado""}"
597006,rogali@viajes.cl,60434,Elche,Parla,33,3191,131000,"Flecha Bus",Cama,"{""Asientos reclinables"",Calefacción,TV}"
597007,rebeca740@viajes.cl,66164,Murcia,León,34,941,191000,Avanza,Cama,"{Comida,Calefacción,Agua}"
597008,raurca@viajes.cl,42614,León,Vitoria,32,3844,137000,Futura,Cama,"{""Asientos reclinables"",Wifi,""Aire acondicionado""}"
597013,stcrcabu@viajes.cl,37965,Vitoria,"La Línea de la Concepción",50,297,36000,"Crucero del Norte",Semi-cama,"{Agua,Comida,Baño}"
597020,stelozco@viajes.cl,51423,"Molina de Segura",PAMPLONA!!!,30,1621,137000,Megabus,Cama,"{Comida,TV,Calefacción}"
597021,ernesto2179@viajes.cl,2506,Pamplona,ÁVILA!!!,31,129,8000,Avanza,Normal,"{""Asientos reclinables"",Baño,Agua}"
597049,vigaro@viajes.cl,80605,Benidorm,TELDE!!!,43,840,139000,Greyhound,Cama,"{""Asientos reclinables"",Wifi,""Aire acondicionado""}"
597071,cristina1544@viajes.ceele,64048,Burgos,"Ciudad Real",31,987,173000,Socibus,Cama,"{""Asientos reclinables"",Wifi,TV}"
597082,sr.3249@viajes.cl,94052,"Dos Hermanas",Elda,35,873,174000,"Buses Ahumada",Cama,"{Comida,Wifi,""Aire acondicionado""}"
597098,josOo5806@viajes.cl,73280,Inca,"San Sebastían de los Reyes",50,150,16000,"Buses Bio Bio",Normal,"{""Asientos reclinables"",Baño,Agua}"
597107,ramona9355@viajes.cl,22463,Cádiz,Manresa,36,2340,193000,JetSur,Cama,"{""Aire acondicionado"",Wifi,Baño}"
597118,dosech@viajes.cl,62602,Getafe,Valladolid,30,4106,182000,"Flecha Bus",Cama,"{Baño,Comida,Agua}"
597126,Mercedesriojas@viajes.cl,56088,Parla,Paterna,32,1421,139000,"Estrella Roja",Cama,"{Wifi,Comida,TV}"
597128,Manuelacevedo@viajes.cl,18899,Cuenta,Fuenlabrada,41,837,199000,Futura,Cama,"{Baño,Calefacción,""Asientos reclinables""}"
597129,vialfi@viajes.ceele,42439,Fuenlabrada,Alcorcón,41,1991,62000,"Buses Ahumada",Cama,"{Baño,Wifi,Comida}"
597140,Rosariodelagarza@viajes.cl,29764,Murcia,"La Línea de la Concepción",31,3320,79000,ADO,Cama,"{Baño,TV,Comida}"
597141,sr.4316@viajes.cl,10874,"La Línea de la Concepción",Torrevieja,47,2036,129000,"Via Bariloche",Cama,"{""Aire acondicionado"",Comida,Agua}"
597162,marilu7833@viajes.ceele,57622,"talavera de la reina#",Málaga,47,2586,96000,"Pullman Bus",Cama,"{""Aire acondicionado"",Calefacción,""Asientos reclinables""}"
597186,josOo9599@viajes.cl,50829,Oviedo,Málaga,34,3204,124000,Andesmar,Cama,"{Wifi,TV,Baño}"
597193,AndrOostOollez@viajes.cl,37286,Málaga,Reus,41,2054,115000,"Buses Nilahue",Cama,"{""Asientos reclinables"",TV,Agua}"
597197,Alfredocortez@viajes.cl,14616,Reus,Barcelona,38,4035,117000,"Buses Ahumada",Cama,"{Baño,Agua,TV}"
597207,Alfonsotrujillo@viajes.ceele,8918,Arrecife,LOGROñO!!!,34,1295,144000,"Buses Romani",Cama,"{Agua,""Aire acondicionado"",Calefacción}"
597208,jusata@viajes.cl,49302,Logroño,Baracaldo,38,2172,99000,Chevallier,Cama,"{Wifi,Comida,""Asientos reclinables""}"
597209,Nataliaescobedo@viajes.cl,19222,Baracaldo,Ávila,33,3799,99000,"Buses Nilahue",Cama,"{""Aire acondicionado"",Wifi,Baño}"
597211,ariadna9917@viajes.cl,98506,Barcelona,Jaén,30,505,107000,"Buses Nilahue",Cama,"{Agua,Wifi,""Aire acondicionado""}"
597215,miguel4767@viajes.cl,91932,Jaén,"CORNELLá DE LLOBREGAT!!!",49,3174,57000,"Buses Romani",Cama,"{Comida,TV,Wifi}"
597216,claudio3752@viajes.cl,23620,"Cornellá de Llobregat",BENIDORM!!!,34,3202,164000,"Omnibus de México",Cama,"{Agua,TV,Comida}"
597260,josOo8194@viajes.cl,80759,"El Puerto de Santa María",Coslada,44,3220,173000,"Crucero del Norte",Cama,"{Comida,Wifi,Baño}"
597292,tocaac@viajes.cl,86266,Orense,"Palma de Mallorca",45,1694,71000,Greyhound,Cama,"{Calefacción,Comida,TV}"
597298,clemente4257@viajes.cl,9037,"Palma de Mallorca",Murcia,31,3261,113000,"Estrella Roja",Cama,"{""Asientos reclinables"",Baño,Comida}"
597323,sranlear@viajes.cl,57693,Orense,"SANTA CRUZ DE TENERIFE!!!",38,1536,114000,"Via Bariloche",Cama,"{TV,Agua,Calefacción}"
597325,verOInica6229@viajes.cl,64773,"Santa Cruz de Tenerife",Granada,47,931,162000,"Estrella Roja",Cama,"{TV,""Asientos reclinables"",Baño}"
597327,Lourdesreyes@viajes.cl,92251,Fuenlabrada,Alcorcón,31,2097,160000,Socibus,Cama,"{Baño,""Aire acondicionado"",Wifi}"
597328,ernesto2179@viajes.cl,60381,Getafe,Estepona,40,3870,65000,Turbus,Cama,"{""Aire acondicionado"",Wifi,""Asientos reclinables""}"
597329,raorri@viajes.cl,56863,Estepona,Córdoba,43,2411,113000,Andesmar,Cama,"{""Aire acondicionado"",Calefacción,Wifi}"
597333,srferoza@viajes.cl,89855,Córdoba,Ávila,42,2014,153000,"Omnibus de México",Cama,"{Agua,Calefacción,Baño}"
597365,sr.5288@viajes.cl,58980,"Santa Coloma de Gramanet",Ferrol,45,499,143000,"Buses Bio Bio",Cama,"{Wifi,Calefacción,Baño}"
597366,Mariocarbajal@viajes.cl,10896,Irún,"Ciudad Real",39,2014,78000,Damas,Cama,"{""Asientos reclinables"",TV,Wifi}"
597393,beloar@viajes.cl,79388,Almería,Murcia,30,1311,174000,Avanza,Cama,"{TV,Agua,Baño}"
597400,repega@viajes.cl,44604,Cuenta,"LA CORUñA!!!",45,4198,80000,"El Rápido Internacional",Cama,"{Agua,""Asientos reclinables"",Calefacción}"
597455,Jorgeferrer@viajes.cl,10061,Rubí,"Santa Lucía de Tirajana",31,1317,151000,"El Rápido Internacional",Cama,"{Calefacción,Wifi,TV}"
597459,noonro@viajes.cl,9626,Lérida,Huelva,43,1583,188000,"Condor Bus",Cama,"{""Aire acondicionado"",Calefacción,Baño}"
597460,sra.3768@viajes.cl,25548,Huelva,Benidorm,43,1014,153000,"El Rápido Internacional",Cama,"{""Asientos reclinables"",Wifi,Agua}"
597461,cralir@viajes.cl,94946,Granada,Elche,46,487,78000,"Pullman Bus",Cama,"{TV,Calefacción,""Aire acondicionado""}"
597462,sta.7694@viajes.cl,41398,Torrevieja,Valdemoro,31,1400,180000,"Pullman Bus",Cama,"{Baño,""Aire acondicionado"",Wifi}"
597478,nicolOes418@viajes.cl,14878,"Santa Coloma de Gramanet",Burgos,41,3296,147000,"ETN Turistar",Cama,"{Calefacción,Comida,Baño}"
597486,Josefinalucero@viajes.cl,20996,"El Prat de LLobregat",Avilés,32,480,37000,JetSur,Semi-cama,"{""Aire acondicionado"",Wifi,Comida}"
597488,elsebe@viajes.cl,23891,Avilés,"San Fernando",45,170,27000,Plusmar,Normal,"{TV,Baño,""Aire acondicionado""}"
597500,RaqueldomOAnguez@viajes.cl,34835,huelva#,Valdemoro,45,3704,160000,"Crucero del Norte",Cama,"{Wifi,""Aire acondicionado"",Baño}"
597504,maricarmen7625@viajes.cl,53883,Valdemoro,COSLADA!!!,48,2896,113000,"ETN Turistar",Cama,"{TV,Calefacción,Comida}"
597505,vicente3701@viajes.cl,20210,Coslada,Manresa,38,2894,64000,BoltBus,Cama,"{Comida,Baño,""Aire acondicionado""}"
597513,cldese@viajes.cl,37552,gecho#,Ceuta,44,3684,196000,Chevallier,Cama,"{""Aire acondicionado"",Calefacción,TV}"
597531,srpideme@viajes.cl,61055,"Santa Lucía de Tirajana","San Sebastián",34,3040,94000,FlixBus,Cama,"{Calefacción,""Aire acondicionado"",Wifi}"
597532,Sta.saiz@viajes.cl,95729,Murcia,Estepona,47,837,159000,"Estrella Roja",Cama,"{TV,Calefacción,Comida}"
597544,pedro1766@viajes.cl,12960,Algeciras,Getafe,30,3235,73000,Megabus,Cama,"{""Asientos reclinables"",Calefacción,Wifi}"
597552,OIsreap@viajes.cl,26335,gerona#,VITORIA!!!,36,3529,167000,BoltBus,Cama,"{""Asientos reclinables"",Comida,Agua}"
597553,Maricarmenfranco@viajes.cl,48532,Vitoria,"Chiclana de la Frontera",41,3251,74000,Monbus,Cama,"{TV,Calefacción,""Aire acondicionado""}"
597560,stclsimo@viajes.cl,36202,Benidorm,Coslada,36,3868,181000,"Buses Romani",Cama,"{""Asientos reclinables"",Agua,Wifi}"
597564,Sta.mata@viajes.cl,41528,Coslada,Tarragona,36,2784,182000,FlixBus,Cama,"{""Aire acondicionado"",Baño,Wifi}"
597567,rafael1815@viajes.cl,40121,Jaén,Paterna,46,650,180000,"EME Bus",Cama,"{Wifi,Agua,""Asientos reclinables""}"
597574,Juliovaca@viajes.ceele,27043,parla#,Elche,41,3442,182000,Megabus,Cama,"{Baño,""Aire acondicionado"",Comida}"
597575,JosOoluna@viajes.cl,86618,Elche,Mataró,33,3089,76000,"El Rápido Internacional",Cama,"{Comida,Calefacción,""Aire acondicionado""}"
597583,Virginiaparedes@viajes.cl,27505,"Las Palmas de Gran Canaria",LUGO!!!,43,3904,101000,"El Rápido Internacional",Cama,"{Agua,Wifi,""Aire acondicionado""}"
597587,inOos6105@viajes.cl,11893,jaén#,IRúN!!!,30,3282,191000,Greyhound,Cama,"{Wifi,""Aire acondicionado"",Baño}"
597588,maorsu@viajes.cl,89561,"San Fernando","Collado Villalba",43,1672,165000,"Condor Bus",Cama,"{""Asientos reclinables"",Wifi,Baño}"
597596,grhera@viajes.cl,14296,"Collado Villalba",Majadahonda,47,1832,99000,"Buses Nilahue",Cama,"{""Aire acondicionado"",Comida,Wifi}"
597597,sra.6314@viajes.cl,24007,Majadahonda,Granollers,36,865,61000,Turbus,Cama,"{TV,""Aire acondicionado"",Wifi}"
597617,ana2367@viajes.cl,39971,Santander,"Santiago de Compostela",47,361,55000,JetSur,Semi-cama,"{""Aire acondicionado"",TV,Agua}"
597619,Sta.puga@viajes.cl,30928,"Santiago de Compostela",Palencia,36,1154,69000,"Buses Bio Bio",Cama,"{Baño,""Asientos reclinables"",TV}"
597651,minaca@viajes.cl,19246,Benalmádena,Cartagena,48,2142,188000,Socibus,Cama,"{Comida,Wifi,""Aire acondicionado""}"
597679,Pedrosalgado@viajes.cl,25530,"Las Palmas de Gran Canaria",GERONA!!!,32,4028,169000,Avanza,Cama,"{Comida,Baño,Wifi}"
597656,sta.9995@viajes.cl,16342,Cartagena,Segovia,36,3519,113000,Avanza,Cama,"{TV,""Aire acondicionado"",""Asientos reclinables""}"
597657,yolanda8879@viajes.cl,14501,x,Zaragoza,34,2370,86000,"Buses Bio Bio",Cama,"{Agua,Baño,Wifi}"
597685,Sr.rivas@viajes.cl,5155,Gerona,"Castellón de la Plana",45,1711,184000,Socibus,Cama,"{""Asientos reclinables"",Calefacción,""Aire acondicionado""}"
597700,beatriz9644@viajes.cl,87108,Málaga,Puertollano,31,3376,119000,"Crucero del Norte",Cama,"{""Aire acondicionado"",Calefacción,TV}"
597701,Amaliaurbina@viajes.cl,57151,Puertollano,Jaén,46,2681,110000,FlixBus,Cama,"{Calefacción,Agua,Wifi}"
597702,sobove@viajes.cl,87037,Jaén,Móstoles,30,3486,164000,"Buses Romani",Cama,"{Agua,Calefacción,Baño}"
597773,maricarmen7625@viajes.cl,93073,Rubí,Linares,46,3890,196000,"Buses Ahumada",Cama,"{Calefacción,""Aire acondicionado"",Comida}"
597802,Javieresquibel@viajes.cl,23459,"san cristróbal de la laguna#",CóRDOBA!!!,30,757,184000,FlixBus,Cama,"{Wifi,Comida,TV}"
597807,capaba@viajes.ceele,35042,Córdoba,VALDEMORO!!!,45,258,42000,Chevallier,Normal,"{TV,Baño,""Aire acondicionado""}"
597808,teresa802@viajes.cl,37717,Valdemoro,"Ciudad Real",38,4152,170000,"Omnibus de México",Cama,"{Agua,""Asientos reclinables"",Calefacción}"
597823,Raquelromero@viajes.cl,52075,Córdoba,Sevilla,32,1536,86000,Andesmar,Cama,"{""Aire acondicionado"",Comida,Wifi}"
597831,yorahu@viajes.cl,41848,"Cerdañola del Vallés",Marbella,42,1580,93000,Andesmar,Cama,"{Comida,""Asientos reclinables"",""Aire acondicionado""}"
597836,MarcomarOAn@viajes.cl,14806,Madrid,Mijas,37,3778,110000,"Condor Bus",Cama,"{TV,Agua,Wifi}"
597837,Alfredojurado@viajes.cl,17848,ferrol#,"La Coruña",48,1367,103000,Chevallier,Cama,"{Wifi,""Asientos reclinables"",Agua}"
597838,Sra.crespo@viajes.cl,10698,"La Coruña",Mataró,50,1238,168000,"Flecha Bus",Cama,"{Agua,TV,Comida}"
597839,manuela4257@viajes.cl,68085,Mataró,"Jerez de la Frontera",40,1887,70000,"EME Bus",Cama,"{Wifi,""Asientos reclinables"",Agua}"
597847,florencia8331@viajes.ceele,8162,Ceuta,TARRAGONA!!!,48,2440,144000,"Buses Bio Bio",Cama,"{Agua,""Aire acondicionado"",Wifi}"
597848,lourdes4557@viajes.cl,58674,tarragona#,"Ciudad Real",36,271,49000,"ETN Turistar",Normal,"{Calefacción,Comida,""Aire acondicionado""}"
597850,maricarmen9617@viajes.cl,26640,Alcobendas,"El Prat de LLobregat",31,2348,113000,"Via Bariloche",Cama,"{Comida,Calefacción,""Aire acondicionado""}"
597899,Samuelarenas@viajes.cl,86910,Manresa,Arrecife,32,1436,175000,Monbus,Cama,"{TV,Calefacción,""Aire acondicionado""}"
597905,stsaalre@viajes.ceele,32543,Alicante,"El Prat de LLobregat",47,725,141000,Avanza,Cama,"{TV,""Asientos reclinables"",Baño}"
597906,Gloriapartida@viajes.cl,14259,"Molina de Segura",Sevilla,35,608,158000,"Buses Ahumada",Cama,"{TV,Comida,Calefacción}"
597917,Sra.nevOerez@viajes.cl,56624,Huelva,PUERTOLLANO!!!,31,x,36000,Plusmar,Semi-cama,"{""Aire acondicionado"",TV,Wifi}"
597918,ramona6157@viajes.cl,69130,Puertollano,Puertollano,30,156,29000,Turbus,Normal,"{Baño,Calefacción,Agua}"
597927,armando9829@viajes.cl,27283,Barcelona,"Sanlúcar de Barrameda",33,1841,194000,"Estrella Roja",Cama,"{Wifi,Comida,Baño}"
597931,rosario6914@viajes.cl,71254,"Sanlúcar de Barrameda",Sabadell,46,3864,67000,"Flecha Bus",Cama,"{""Asientos reclinables"",Wifi,TV}"
597945,Guadalupemontenegro@viajes.cl,86185,Fuenlabrada,Jaén,31,1585,169000,"Buses Ahumada",Cama,"{TV,Baño,""Asientos reclinables""}"
597946,gebuso@viajes.cl,63035,Jaén,Burgos,30,1603,191000,JetSur,Cama,"{Wifi,""Aire acondicionado"",Agua}"
597980,vimaor@viajes.cl,99538,Arrecife,Córdoba,41,1135,139000,"Buses Nilahue",Cama,"{""Aire acondicionado"",""Asientos reclinables"",TV}"
597986,MarOAaesquivel@viajes.ceele,23020,Córdoba,Reus,30,2692,199000,Socibus,Cama,"{Agua,""Asientos reclinables"",Wifi}"
597998,Claudioescamilla@viajes.ceele,7406,"el ejido#",Orense,35,x,x,Chevallier,Cama,"{Agua,TV,""Asientos reclinables""}"
598010,jucacape@viajes.cl,45947,Granada,Salamanca,49,3510,77000,"Estrella Roja",Cama,"{Agua,Baño,Wifi}"
598029,SamuelresOondez@viajes.cl,35188,"Las Palmas de Gran Canaria",Elda,39,4181,197000,Megabus,Cama,"{Comida,Calefacción,""Aire acondicionado""}"
598035,Mateopelayo@viajes.cl,31514,Elda,Burgos,33,2170,53000,JetSur,Cama,"{Agua,Baño,TV}"
598036,anita9356@viajes.cl,81262,Burgos,"Ciudad Real",45,2321,66000,"Omnibus de México",Cama,"{Comida,TV,Agua}"
598041,Magdalenaperea@viajes.cl,40431,Toledo,"Chiclana de la Frontera",43,400,41000,Avanza,Cama,"{""Aire acondicionado"",TV,Comida}"
598043,Leonorvallejo@viajes.ceele,3241,valladolid#,Alcorcón,38,1673,194000,"Buses Nilahue",Cama,"{""Aire acondicionado"",Wifi,Agua}"
598044,ignacio8367@viajes.cl,40539,"Santa Coloma de Gramanet",Leganés,39,2131,134000,FlixBus,Cama,"{Baño,Comida,Agua}"
598045,cOosar6940@viajes.cl,65616,Leganés,Móstoles,39,2818,140000,"Buses Nilahue",Cama,"{""Asientos reclinables"",""Aire acondicionado"",Wifi}"
598046,almope@viajes.cl,20684,Móstoles,"Alcalá de Henares",45,2572,52000,"Buses Nilahue",Cama,"{""Aire acondicionado"",Comida,Calefacción}"
598059,mOIdova@viajes.cl,24497,Salamanca,GUADALAJARA!!!,39,1885,56000,"Condor Bus",Cama,"{""Asientos reclinables"",TV,Agua}"
598071,Sra.terOen@viajes.cl,75193,elda#,Getafe,43,1682,184000,Socibus,Cama,"{Calefacción,TV,Comida}"
598072,Jorgealanis@viajes.cl,7456,"Hospitalet de LLobregat","San Cristróbal de la Laguna",43,1323,161000,"Buses Romani",Cama,"{Baño,""Asientos reclinables"",Comida}"
598080,Clementealonzo@viajes.ceele,98234,Jaén,"Alcalá de Henares",50,3280,116000,"Primera Plus",Cama,"{Wifi,TV,Comida}"
598088,evmagu@viajes.cl,22202,"Alcalá de Henares",Oviedo,37,2710,94000,Futura,Cama,"{""Asientos reclinables"",Wifi,Calefacción}"
598096,Sr.polanco@viajes.cl,13074,Oviedo,Torrevieja,35,2621,109000,"Buses Bio Bio",Cama,"{""Asientos reclinables"",TV,Wifi}"
598139,alejandra571@viajes.cl,20840,Reus,"El Puerto de Santa María",43,2734,123000,Plusmar,Cama,"{Calefacción,Comida,""Asientos reclinables""}"
598161,sta.7192@viajes.cl,49410,"Hospitalet de LLobregat","SANTA LUCíA DE TIRAJANA!!!",41,2026,67000,JetSur,Cama,"{""Aire acondicionado"",Comida,Agua}"
598186,Albertoarreola@viajes.cl,20028,"La Coruña",Cartagena,44,2952,150000,"Buses Bio Bio",Cama,"{Baño,Comida,TV}"
598199,masasa@viajes.cl,71680,"El Puerto de Santa María",Badajoz,46,3172,124000,"Buses Bio Bio",Cama,"{""Asientos reclinables"",""Aire acondicionado"",Agua}"
598200,sr.9835@viajes.cl,89955,León,Mérida,40,2758,162000,Socibus,Cama,"{""Aire acondicionado"",""Asientos reclinables"",Agua}"
598226,Adelazaragoza@viajes.cl,3134,"Pozuelo de Alarcón",Coslada,46,1935,85000,Futura,Cama,"{Wifi,Calefacción,Baño}"
598227,elvira2066@viajes.cl,40341,Coslada,"San Sebastían de los Reyes",36,1379,189000,JetSur,Cama,"{Baño,Comida,""Aire acondicionado""}"
598228,gosapo@viajes.cl,84339,"San Sebastían de los Reyes",Puertollano,43,3124,127000,Damas,Cama,"{""Asientos reclinables"",Calefacción,TV}"
598280,Estersaucedo@viajes.cl,40243,Ceuta,Córdoba,43,2488,56000,"EME Bus",Cama,"{Comida,""Aire acondicionado"",TV}"
598281,elsa5633@viajes.cl,24239,córdoba#,Valencia,40,3212,140000,FlixBus,Cama,"{Agua,Comida,Baño}"
598284,juaror@viajes.cl,63995,Gijón,"Santa Cruz de Tenerife",49,3224,178000,"Via Bariloche",Cama,"{Baño,""Asientos reclinables"",Agua}"
598291,Rosariosotelo@viajes.cl,99778,Paterna,Reus,34,2187,58000,Socibus,Cama,"{Baño,Wifi,""Asientos reclinables""}"
598296,Benitoalmanza@viajes.cl,99537,"Cerdañola del Vallés","Jerez de la Frontera",50,3439,163000,"Via Bariloche",Cama,"{""Asientos reclinables"",Wifi,Baño}"
598302,raanro@viajes.cl,89494,Cartagena,"Collado Villalba",42,202,37000,BoltBus,Normal,"{Agua,Comida,""Asientos reclinables""}"
598310,jaime8707@viajes.ceele,59623,fuengirola#,Cuenta,41,3532,130000,Avanza,Cama,"{Comida,Baño,TV}"
598352,gloria2259@viajes.cl,48502,"El Ejido",Córdoba,50,2236,80000,Greyhound,Cama,"{""Aire acondicionado"",Agua,Comida}"
598354,roberto3912@viajes.cl,53080,Córdoba,Madrid,47,1772,128000,ADO,Cama,"{Comida,Agua,Calefacción}"
598365,manebr@viajes.cl,40305,Benidorm,Alcobendas,31,3102,136000,Monbus,Cama,"{""Asientos reclinables"",Baño,Comida}"
598404,mariana7516@viajes.cl,58759,"Castellón de la Plana","Alcalá de Guadaira",43,2211,112000,Chevallier,Cama,"{TV,Wifi,Agua}"
598410,srmatetega@viajes.cl,92686,"Alcalá de Guadaira",Guadalajara,43,3243,126000,"El Rápido Internacional",Cama,"{Wifi,""Asientos reclinables"",""Aire acondicionado""}"
598414,sta.4447@viajes.cl,40113,Barcelona,Segovia,39,1663,187000,Turbus,Cama,"{""Asientos reclinables"",Comida,Baño}"
598424,Lucastijerina@viajes.cl,58765,Torrelavega,Ferrol,47,533,141000,"EME Bus",Semi-cama,"{TV,Agua,Calefacción}"
598425,mairsOe@viajes.cl,83459,Ferrol,"Palma de Mallorca",37,1138,138000,"Via Bariloche",Cama,"{Comida,TV,""Aire acondicionado""}"
598442,sr.4175@viajes.cl,42759,Albacete,Manresa,47,658,71000,Avanza,Cama,"{Agua,Baño,TV}"
598449,JosOorivero@viajes.cl,53978,Manresa,Torrevieja,40,287,68000,Socibus,Normal,"{""Aire acondicionado"",Calefacción,Baño}"
598456,Blancagranado@viajes.cl,43401,León,Cuenta,33,613,199000,"Via Bariloche",Cama,"{Calefacción,""Asientos reclinables"",TV}"
598466,gralro@viajes.cl,77286,Cartagena,Guadalajara,34,301,75000,ADO,Normal,"{Baño,Calefacción,""Aire acondicionado""}"
598494,Gabrielcastillo@viajes.cl,17650,"El Puerto de Santa María",Benidorm,40,251,72000,"Estrella Roja",Normal,"{Agua,""Aire acondicionado"",Wifi}"
