nombre,correo,contrasena,username,telefono_contacto,run,puntos,jornada,isapre,contrato,dv
Sr. Yolanda Cordero Ordóñez,sr.1322888@viajesanma.com,4CkddkEaU9YUZpog,,+56 9 0324 9054,20753362,7810,,,,9
Jaime Véliz Longoria,Jaimelongoria236@viajesanma.com,PlopyuAB2F4s,jaime7462788,,14509503,54709,,,,4
Miguel Carranza Aponte,,2FYPjOczPST6,miguel108115,+56 9 1324 1669,1921671,3030,,,,3
Maricarmen Salcedo Mesa,Maricarmenmesa151@viajes.cl,kPAzus2n7,,+56 9 4057 6756,5640455,,Diurno,,Full time,4
Sta. Armando Rojas Santacruz,Sta.santacruz657@outluc.com,jH8tq5iY94ys5k,,+56 2 7648 0765,-29596883,3612,,,,4
Sr. Luis Miguel Perea Báez,Sr.báez535@outluc.com,dj4myZamZ6,srlumipebá891,+56 9 7801 0653,,12370,,,,
Óscar Narváez Palomo,ósnapa647@viajes.cl,jjuRInevm2G,Óscarpalomo605,,29865620,,Diurno,Colmena,Part time,5
Luis Miguel Montaño Ibarra,lumimoib546@outluc.com,Ku20at5XWbHTO5a,,+56 9 0270 2257,25864677,0,,,,0
Sra. Patricia Mesa Ruelas,,QaZZVbD3DBskpm3,sra.2732590,+56 2 7691 1549,22963118,,Diurno,Más vida,,7
Victoria Sepúlveda Orozco,victoria4583868@tourket.com,,victoria5026138,+56 2 7921 5420,,-3247,,,,
Soledad Melgar Almonte,soledad8725312@edubus.cal,,soledad3172867,+56 9 4834 5119,8174670,12306,,,,2
,sr.2820699@viajes.cl,VjKro1Ut00,sresvása490,+56 2 6807 1894,13720058,,Diurno,Consalud,Full time,9
Esperanza Zayas Tirado,eszati212@wass.com,,Esperanzatirado542,+56 2 4647 6030,15998140,0,,,,1
Andrés Montero Zarate,Andrészarate452@marmol.com,,andrés6113466,+56 9 5048 4440,17134216,10017,,,,3
Diana Robledo Cotto,diroco697@wass.com,,Dianacotto329,+56 9 2876 7026,26274865,996,,,,0
,Rosaliaacevedo606@marmol.com,3YkFDu1UdR,Rosaliaacevedo817,+56 9 1381 4046,14458409,10765,,,,0
Nicolás Jaime Roybal,,rEZHrHC4Vt,Nicolásroybal268,+56 2 5601 4039,29130640,981,,,,3
Francisca Laureano Roybal,francisca4777955@viajesanma.com,,frlaro522,+56 2 7217 9995,17583417,8124,,,,6
,Rociorocha126@marmol.com,xhzN7sdR8EZO6xv,rocio6247127,+56 2 4646 5295,13658432,259,,,,4
Concepción Villanueva González,,zDvEKdH0dw0UbnO,covigo611,+56 9 5054 6192,8290825,5922,,,,0
,,,,,,,,,,
,,MecN3jbFbtHPd,razave834,+56 2 9430 6937,14196332,3985,,,,5
,Leticianieto149@outluc.com,Dpju5AFi6DV,leticia1575321,+56 9 4230 0401,27332265,0,,,,5
Ramiro Peña Romero,rapero337@tourket.com,jZo42P8TW,,+56 2 9009 8638,,0,,,,
,guadalupe3514461@viajes.cl,7kQw29owt,guadalupe487539,+56 2 6913 9692,15664022,,,Fonasa,Part time,0
,juorpe522@marmol.com,0zICVzuc51vy,juorpe367,+56 9 1123 3123,3789556,,,,,3
José Luis Cisneros Briones,jolucibr803@viajes.cl,yZOlh34iLF5,Josébriones358,+56 9 4003 8708,,,Nocturno,Fonasa,Part time,
Barbara Menéndez Rendón,Barbararendón891@outluc.com,xV4dTwYpZ,barbara2380742,,24819939,13245,,,,3
Benjamín Heredia Frías,benjamín5792277@viajesanma.com,X0d8y1igMI,benjamín4005253,+56 2 5831 1024,-25273335,4106,,,,3
Sra. Guadalupe Garica Rocha,,LGqZvsdo26G9Ddpy,srgugaro202,+56 9 7052 7539,16622639,,Nocturno,Más vida,Full time,2
Catalina Tijerina Hidalgo,Catalinahidalgo347@wass.com,,catihi714,+56 2 6147 8169,8853685,4510,,,,1
Marcos Tello Limón,marcos9487992@viajes.cl,,Marcoslimón975,+56 2 7503 8540,18402481,,Diurno,Colmena,Part time,0
Isabela Jimínez Aguilera,Isabelaaguilera818@edubus.cal,1Irs9nN03uRQwq,,+56 2 8672 1018,3284369,782,,,,7
Felipe Valdez Arce,felipe5223170@outluc.com,,Felipearce232,,2757147,,,,,6
Ernesto Lugo Cuellar,Ernestocuellar832@edubus.cal,aGcy9WY5,Ernestocuellar454,+56 2 5080 2137,,1560,,,,
Patricia Rubio Portillo,,DvFHJdK0TJL4Xr,Patriciaportillo417,+56 9 9630 4335,-13668532,7460,,,,5
María Espinosa Suárez,Maríasuárez665@marmol.com,P28AP5luy,maessu323,,17479035,0,,,,3
Marilu Cadena Armenta,Mariluarmenta694@viajes.cl,,marilu8944123,+56 9 3736 2586,3936731,,Diurno,Banmédica,Full time,9
Juan Carlos Henríquez Cerda,jucahece652@tourket.com,D1HCVMZw,,+56 9 9144 2917,1983362,-3577,,,,3
Micaela Villanueva Salcido,micaela7947790@edubus.cal,uAEnA0Gp9,,+56 9 2045 6830,,4936,,,,
Sta. Federico Lovato Gutiérrez,sta.4045954@edubus.cal,AaqDB86JH4pe,Sta.gutiérrez224,,27403872,15499,,,,1
Sta. Dorotea Carranza Salazar,Sta.salazar371@viajesanma.com,fo0Wi3sciCRvZc,Sta.salazar660,+56 9 8209 9256,,0,,,,
Dorotea Vanegas Alba,Doroteaalba822@marmol.com,3lVX2qCYWa,Doroteaalba897,,7219431,9042,,,,4
Elvira Valladares Melgar,elvame829@viajes.cl,dQ12vS16Q6,Elviramelgar939,+56 2 8643 4904,,,Diurno,Fonasa,Full time,
Alfonso Armenta Barajas,Alfonsobarajas890@viajes.cl,sSmK3HAgCI,alfonso5517552,+56 9 2126 9519,,,Nocturno,Más vida,Part time,
Conchita Macías Molina,conchita9423845@viajesanma.com,xi8UET9L0,conchita7007101,+56 9 9134 9304,,4180,,,,
Elena Salinas Aranda,elena8598930@wass.com,,Elenaaranda782,+56 9 7293 5155,21095619,835,,,,0
María Quintana Razo,maqura244@tourket.com,bJk1VzbWNhc0BL9r,,+56 2 5433 1528,28498671,1638,,,,7
Jacobo Rosado Domínguez,jarodo529@viajes.cl,R9mEI8s19UPNA,jarodo795,+56 2 2120 2847,-7508193,,Diurno,Fonasa,Full time,6
Rodrigo Martínez Palomino,rodrigo3395108@outluc.com,TU3I2p4FLNca19,,+56 2 8563 5148,25351250,340,,,,4
Ana Luisa Bonilla Bustamante,Anabustamante611@edubus.cal,xD77eizLhd8Nyei,ana1166305,+56 9 9402 1935,-7378473,0,,,,5
Rebeca Adame Manzanares,readma267@viajes.cl,QbWJeL8d3wG0K,rebeca3064414,+56 9 5813 2529,-942192,,Nocturno,Más vida,Full time,0
Marta Muñiz Arellano,marta6290290@viajes.cl,aurBNmUqn8fIyl,mamuar772,+56 9 1230 4266,,,Diurno,Fonasa,,
Rosa Ulloa Casanova,rosa1982379@viajes.cl,yPtRgSF9Cu,Rosacasanova303,,14735798,,Nocturno,Colmena,Part time,2
Marisol Carmona Rentería,marisol888147@outluc.com,TlB0MYbPw,marisol8423919,+56 9 0238 2621,,8699,,,,
Sr. Margarita Lozada Soliz,srmaloso774@edubus.cal,,sr.6272419,+56 2 0204 6390,18809556,1833,,,,9
Sra. Mayte Jaime Orellana,Sra.orellana543@tourket.com,SYo4bs7M,Sra.orellana900,,,-15011,,,,
Juan Carlos Salcido Magaña,juan6816903@outluc.com,RaZ9f5VQMHw,jucasama234,+56 2 4535 3510,,0,,,,
Carla Padilla Solano,carla8513259@viajes.cl,XMU84XVsHOoxOqA,Carlasolano680,+56 2 0147 1003,-22645428,,Diurno,Fonasa,Full time,4
Sr. Inés Mojica Cantú,srinmoca501@viajesanma.com,4rXY2eND,sr.6338772,,9357647,18282,,,,0
Sra. José Viera Montalvo,sra.2643411@wass.com,iz42g99S,,+56 2 1718 0959,12745497,0,,,,3
Beatriz Lemus Rincón,beatriz1427156@viajesanma.com,dH4CTLuxsb9,beatriz9026118,,-9312871,5551,,,,0
Marcos Amador Burgos,marcos5099597@tourket.com,EmPy1qnQINh,maambu694,+56 2 5555 8986,-13746878,0,,,,6
Bernardo Oquendo Arevalo,beoqar793@viajesanma.com,fSIWq1qr,Bernardoarevalo781,+56 9 0283 9295,,242,,,,
Benjamín Marín Feliciano,bemafe125@viajesanma.com,leVH0WTq25,,+56 9 7493 6387,7516708,5503,,,,3
Luz Lozano Cotto,Luzcotto873@viajes.cl,b3JEP7OeheCJPV,luloco747,+56 9 8841 8224,,,Diurno,Consalud,,
Pablo Palomino Téllez,,JllECipwYYg4w,Pablotéllez201,+56 2 7326 4848,25630780,1466,,,,4
Eloisa Casárez Valle,eloisa5952422@outluc.com,anL4xb2xEqA,elcava846,,21899496,15627,,,,2
Vicente Valencia Vanegas,,EyjIpI1IEgoCXC,Vicentevanegas615,+56 2 6812 1497,9344278,,Diurno,Consalud,Full time,4
Sta. Mónica Abeyta Estrada,sta.3807366@outluc.com,vR8g4gUj,Sta.estrada225,+56 2 6921 4699,-3470364,,,,,7
,soledad8677339@viajesanma.com,Hw5mp5Ayo,Soledadholguín501,,21351926,0,,,,3
María Cristina Valentín Collado,Maríacollado899@viajes.cl,lfCYuPt1El,,+56 2 1004 6818,12964592,,Diurno,Más vida,Full time,K
Sra. Armando Solorio Nájera,,UNr61rYI,Sra.nájera366,+56 9 2343 6162,29082088,10765,,,,K
,maría5692273@viajes.cl,bmjCHP6x1anVP,macresmo441,+56 9 5481 0316,9876580,,Nocturno,Más vida,Full time,8
Dolores Verdugo Sáenz,Doloressáenz211@wass.com,1HPH4lblVzAz,Doloressáenz814,+56 2 8387 3883,,7661,,,,
Berta Raya Lerma,,4BkG1De7CyfM,Bertalerma350,+56 9 7847 4490,26657500,,Nocturno,Consalud,Part time,9
María Eugenia Quintero Montes,Maríamontes830@outluc.com,3QcT1G0NRK,,+56 2 6224 1323,26361482,4500,,,,8
Horacio Mireles Serna,,gQJvIFz7,horacio6063766,+56 9 6968 7520,8378835,10859,,,,6
Alberto Botello Ybarra,,1pMj2qjoLruiWOx2,Albertoybarra333,,,0,,,,
Jerónimo Saldaña Olivas,jesaol966@edubus.cal,,Jerónimoolivas445,+56 2 8495 9217,15229765,0,,,,3
José Díaz Cervántez,josé7880619@viajes.cl,,Josécervántez646,+56 2 1385 1272,14890392,,Nocturno,Consalud,Full time,1
Sr. Luz Jurado Delgadillo,Sr.delgadillo505@marmol.com,bGYfh2NjS,,+56 9 5845 4848,25355065,4312,,,,1
Lola Luevano Palomo,Lolapalomo378@edubus.cal,,lola3859539,+56 9 9363 5724,15010326,7299,,,,6
,Maríavergara975@viajes.cl,0DCJpDgbf2,maría2833486,+56 2 8199 2580,17964319,,Diurno,,Part time,7
Susana Cervántez Rosado,,KPWYr3SfpKr,susana898698,+56 2 1451 6215,29417746,14104,,,,9
Laura Lucio Zambrano,,HXqg3cLHO61fsvAd,laluza907,+56 2 2515 3774,16485629,,Diurno,Colmena,Full time,1
Santiago Madrid Cornejo,Santiagocornejo308@viajes.cl,9jG0yF2qXfq1h0,santiago2507888,+56 9 0829 2278,,,Nocturno,Más vida,Part time,
Rafael Tapia Salas,rafael4800507@tourket.com,PLfaQjYXQ3,rafael5602518,+56 9 3586 1884,-1495974,810,,,,2
Elvira Quiñones Jaimes,Elvirajaimes547@viajes.cl,LBi2MBO4,Elvirajaimes881,+56 9 1608 1443,-13608001,,Nocturno,Más vida,Full time,6
Isabel Saiz Treviño,,6GgbRs6Rqd1o,issatr266,+56 9 6528 4695,17584669,6566,,,,7
Andrés Portillo Colón,andrés5243872@wass.com,,andrés5311221,+56 2 0578 0150,17899953,6920,,,,2
Emilia Noriega Gaytán,,bBWOQPwW4j9aptqU,Emiliagaytán197,+56 9 4318 0316,22064224,349,,,,0
Ignacio Madrigal Delagarza,Ignaciodelagarza986@edubus.cal,kv2ZxwUO1OS5BM,ignacio8019641,+56 2 5465 0631,-14008421,6696,,,,2
Juana Banda Carrasco,Juanacarrasco840@edubus.cal,fURG8yHu9aeB,jubaca752,,7228289,10443,,,,2
Julia Lerma Benavídez,julia3362510@viajesanma.com,,julia1361287,+56 2 0060 9338,24799746,,,,,6
Josefina Rincón Pichardo,Josefinapichardo787@viajes.cl,,josefina2618828,+56 9 4881 6577,16082075,,Nocturno,Fonasa,Full time,6
Ernesto Corona Carreón,ernesto4778520@edubus.cal,2DMPRGP4tdr4hY,,+56 2 0952 4544,14143039,27407,,,,4
Benito Vásquez Naranjo,Benitonaranjo830@marmol.com,90zFa25VEJ,benito9805434,,-21502090,-13285,,,,8
Sta. Julio César Castillo Marín,Sta.marín335@edubus.cal,,sta.8977428,+56 9 8197 4514,,6225,,,,
Horacio Alba Rael,Horaciorael599@viajes.cl,3g47h1TLJ8AvhdH5,horacio9741420,+56 9 9006 7960,,,Diurno,Fonasa,Part time,
,,8QeGEwzW8,,+56 9 8862 2807,27441529,7208,,,,0
Gonzalo Treviño Cervantes,,0zwrzDJw3wllD,Gonzalocervantes866,+56 2 1786 5272,27697650,6900,,,,8
,ramona4051791@outluc.com,qi1lZkvzJgUUHr,ramona5600437,+56 2 4495 7246,25493510,3785,,,,7
Isabela Merino Velázquez,,42r11EVH,Isabelavelázquez918,+56 2 4634 9752,24630729,4413,,,,6
Rocio Juárez Olivárez,Rocioolivárez722@marmol.com,,Rocioolivárez502,+56 9 0091 9801,2634707,13099,,,,6
Leonor Lucero Vega,leonor1969172@tourket.com,kgktF0Zd4oiBJCX,leluve794,+56 9 3393 0966,-19453990,0,,,,8
Catalina Perales Trujillo,Catalinatrujillo686@marmol.com,e9GVEphNHT7y5mO,capetr369,,16388491,128,,,,7
Ramón Zepeda Salas,,78d0J1cOt4Yo,razesa320,+56 2 6340 8425,18182494,1488,,,,8
Carmen Varela Sanches,Carmensanches483@wass.com,H2SgNp2VCBDTw,,+56 9 8832 5990,29167268,0,,,,K
Marcos Soliz Toro,Marcostoro507@edubus.cal,zI23H1CRI17S5,Marcostoro674,+56 9 1177 9905,,0,,,,
Emilio Mendoza Farías,Emiliofarías492@viajes.cl,DrV974ihgUHZB,emilio8737215,+56 9 1284 1154,,,Nocturno,Consalud,Full time,
,Sta.delarosa237@outluc.com,r888F8mOcj,sta.9412109,+56 9 7301 1120,2300171,6810,,,,3
Santiago Carrera Agosto,santiago174707@outluc.com,PnXc5bVDVm03skqG,sacaag487,+56 9 0985 7879,,5903,,,,
Reina Tapia Meraz,reina7291553@viajesanma.com,0rUkDHX1,retame460,,9101396,-10868,,,,7
Juan Colón Juárez,juan5148253@viajes.cl,a9fu6iVGOCPro,jucoju763,+56 9 0419 9760,-11579812,,Diurno,Colmena,Full time,K
Mariano Jaramillo Meza,majame421@viajes.cl,0TqymmWqrBV23A,mariano5318337,,935194,,Diurno,Banmédica,Part time,9
Micaela Heredia Navarrete,Micaelanavarrete851@viajesanma.com,,Micaelanavarrete157,+56 9 1546 0814,28776042,6791,,,,6
Mariano Henríquez Perea,Marianoperea654@outluc.com,0sZ0ex8OKPZaQ,mariano8232593,+56 2 2793 8901,,,,,,
Sra. Luz Águilar Montoya,srluágmo560@edubus.cal,7c73nX4mbcifRTjn,,+56 2 3070 3500,10750227,7262,,,,0
Andrea Valladares Curiel,andrea6878927@viajes.cl,lW2i3TTj,anvacu553,+56 9 2429 9956,,,Nocturno,Consalud,Full time,
,Sr.tovar378@viajes.cl,b1wRHhIe,srtidejeto110,+56 2 1606 9964,-9295048,,Nocturno,Fonasa,Part time,4
Gustavo Pulido Ruelas,Gustavoruelas543@wass.com,lTzFEjBLfQbfLy9A,gupuru369,,28844863,1556,,,,9
,federico730182@edubus.cal,yFwZWr8i,federico9950609,+56 2 7527 3666,19008412,0,,,,4
Cristina Vallejo Delatorre,Cristinadelatorre259@viajes.cl,DJjVm0vv,Cristinadelatorre900,,-18008479,,Diurno,Fonasa,Full time,7
,sramgalo790@viajes.cl,7K29d5YJ5qxlLyC,sr.9378875,+56 9 3682 3542,24681620,,Nocturno,Colmena,Part time,4
Gilberto Guevara Corral,Gilbertocorral449@edubus.cal,L7hsN7P7C,,+56 2 0411 9292,-7924634,2988,,,,4
María del Carmen Cepeda Alonso,maría3320104@wass.com,57iiQT3BU,,+56 2 4429 9983,27614188,5018,,,,0
Alicia Barrera Guardado,alicia5355768@marmol.com,sYxBIAzmeYwmi0,Aliciaguardado285,+56 2 3536 1158,,8030,,,,
,pedegu126@viajes.cl,3XIovDMG6Ppi,pedegu969,+56 2 3891 8721,16251839,,Nocturno,Más vida,Full time,9
Barbara Quintana León,Barbaraleón295@viajesanma.com,NFieFr2mzY15V,baqule596,,24889092,0,,,,4
,hernán6901110@edubus.cal,CtaCfsd99,Hernánvillalpando973,+56 9 8612 3221,15425115,7824,,,,4
Sr. Irene Bañuelos Flórez,,EF8a4LkTqgkD,sr.5525289,+56 2 5851 3241,,15952,,,,
Esperanza Guardado Duran,esgudu455@viajes.cl,,esgudu962,+56 2 9845 4618,7739283,,Diurno,Consalud,Full time,1
Sr. María Corrales Calderón,sr.2984528@viajes.cl,,srmacoca980,+56 9 6257 7823,13172814,,Diurno,Más vida,Full time,K
Rocio Valdez Vela,,Acxqd4GEx0,,+56 9 4077 5059,13346582,0,,,,0
,ana4177960@viajes.cl,hXS54bleaY2udi,ana867718,,25088147,,Nocturno,Consalud,Part time,9
,Benjamínmojica313@tourket.com,s06BmoWb19gG7cZv,benjamín5448931,+56 2 5292 7509,26770684,0,,,,0
,bldevi570@tourket.com,wdP8RIsO6q1vQo,bldevi943,+56 9 3843 7815,2807484,8037,,,,0
Eduardo Valencia Gamboa,eduardo3027688@marmol.com,7biGXkbN7au5Dmx,,+56 9 2085 1365,1049583,,,,,0
,Marianoapodaca861@tourket.com,czYt66n0wH9,maliap900,+56 9 0849 6650,6986556,,,,,9
Inés Gaona Mejía,Inésmejía800@viajes.cl,lY1RdwPJK39,ingame721,+56 2 8953 0365,-21975739,,Nocturno,Fonasa,Part time,5
,Amaliacarrero334@outluc.com,FBaFDtIa8K,amjica763,+56 2 8205 6391,21849791,11356,,,,8
Sta. Micaela Armenta Zepeda,stmiarze996@viajes.cl,tHV80dH0D95x,Sta.zepeda133,+56 9 3599 3764,-27823019,,Nocturno,Consalud,Part time,8
Silvia Ruiz Cortés,siruco511@viajes.cl,OlDo8jC6RXnpK,,+56 9 2475 1968,28633273,,Nocturno,Consalud,,0
,joluveba101@viajesanma.com,G7g15jPwJgjN9w,joluveba462,+56 9 3326 0129,11854144,0,,,,8
David Velásquez Villagómez,,Fhcv3ILH8k,davevi596,+56 2 7701 0906,13856940,0,,,,3
Sra. Cristina Ramón Uribe,,uoUa8G8HdEO,srcrraur600,+56 9 7302 0966,21051187,0,,,,3
Sancho Amador Calderón,saamca213@edubus.cal,vtT4pXnSUEcxq,saamca915,+56 2 3736 5825,,0,,,,
Gustavo Rivero Zayas,Gustavozayas212@edubus.cal,,guriza204,+56 2 2340 3817,9590398,5040,,,,3
,,uqC7m9gF,cecilia8775712,+56 2 3005 3820,,2740,,,,
Manuela Benítez Patiño,mabepa708@viajes.cl,RS9ROvjR7ts6Ae6X,mabepa372,+56 2 1861 5455,-12770865,,Diurno,Más vida,Part time,7
Rafael Rael Zayas,rafael5002811@marmol.com,,rafael3443637,+56 9 4487 7339,11301441,1613,,,,5
Manuela Mateo Patiño,mamapa460@viajesanma.com,,mamapa231,,13242755,9725,,,,0
Mateo Raya Valdez,mateo5983221@edubus.cal,93R7cMlkQHEV,Mateovaldez635,+56 2 0871 5971,-3892343,9859,,,,9
Sr. Jorge Esquivel Águilar,srjoeság861@viajes.cl,,Sr.águilar799,+56 2 2818 8009,17962997,,Diurno,Fonasa,Full time,6
,,,elvira9098828,+56 2 7165 0718,4289619,,Diurno,Fonasa,Part time,5
Sta. Eva Anguiano Bahena,Sta.bahena605@marmol.com,,Sta.bahena143,+56 9 8158 6361,27420745,-8332,,,,0
Sta. Mónica Ruelas Lemus,stmórule909@viajesanma.com,EM7DyFhL7Cpwe7L,,+56 9 0728 1004,,6488,,,,
Norma Robledo Lugo,norolu882@outluc.com,,norolu348,+56 9 6532 8055,,13428,,,,
Leticia Esquivel Rodarte,leticia5732697@edubus.cal,r95Y40qKau2L,Leticiarodarte440,,18494140,0,,,,6
Sta. Cristobal Gálvez Urías,Sta.urías548@edubus.cal,Ubhlw1N4L8U0W,sta.2093331,+56 2 2621 0641,-24568488,11290,,,,6
Luis Miguel Ornelas Serna,lumiorse429@viajesanma.com,yXOIUPBrYvl0Q,luis7145954,+56 2 8992 8100,-19423573,8473,,,,9
,antonio6677108@marmol.com,7dO4hHxhtcS,antonio8003338,+56 2 8871 3103,28125445,3096,,,,6
Cristian Herrera Partida,cristian7809828@viajes.cl,0HTgOedOW6Pw,,+56 9 9826 9295,,,Diurno,Fonasa,,
José Luis Tejeda Gollum,jolutego497@marmol.com,Dzkx7qU2,,+56 2 5711 9793,,13740,,,,
Olivia Feliciano Guzmán,olfegu142@marmol.com,Ti0Fam0rGplp9l,olivia5888735,,23194575,4473,,,,K
Sra. César Irizarry Montez,sra.9404690@tourket.com,MvA5Hbwiqm30,,+56 2 2153 2944,27033310,3336,,,,9
Norma Cortez Zapata,nocoza609@viajes.cl,kKcxOE5lswO7,norma3417552,+56 2 0772 6809,,,Diurno,Banmédica,Full time,
Sta. Jacobo Jaimes Miramontes,sta.8204248@tourket.com,kgxPLQ0T8OiYu,sta.9814603,+56 9 2268 8176,,9904,,,,
Roberto Salas Aragón,rosaar844@wass.com,0gf84cF1poJpcIF,,+56 9 3308 7338,5497804,12934,,,,9
Isabel Salcido Olvera,issaol705@viajes.cl,v6JNgbmIek70r4I,Isabelolvera592,+56 2 4792 8373,,,Diurno,Más vida,Full time,
Lilia Magaña Jasso,lilia618791@viajesanma.com,ZBn9wmowgXKA9,lilia9771435,,11716466,-5780,,,,7
,luis5025552@viajesanma.com,0lMVqV8QrXQ,Luispizarro248,+56 2 1196 7061,-24329791,0,,,,5
Claudia Cervántez Reyna,,H1gpjVoRD,Claudiareyna621,+56 9 1030 3245,27839544,14849,,,,8
Gonzalo Venegas Escobedo,gonzalo8570454@tourket.com,ov5wN8zctRs,Gonzaloescobedo949,,10578864,8192,,,,9
Marcos Olivera Perales,,7OppPMItl,maolpe349,+56 9 1535 8890,28039535,,Nocturno,,Full time,8
Daniel Ortega Arroyo,daorar141@edubus.cal,WUhfI6mi4FbO5,daniel9012280,,10577167,0,,,,3
Norma Aponte Abeyta,Normaabeyta972@wass.com,q0iE68icJ,noapab780,+56 2 5251 8806,-23527556,4794,,,,2
Sr. Ana María Arreola Barraza,,cDmFRcI3BxFI2mh,Sr.barraza293,+56 2 2354 7375,,,Diurno,Banmédica,Part time,
Reina Santacruz Concepción,Reinaconcepción762@viajesanma.com,,resaco168,+56 9 5803 7061,1901434,,,,,7
Ramón Padilla Narváez,ramón9983625@viajesanma.com,,ramón8301166,+56 9 3868 7740,18147897,0,,,,7
,sra.7188435@outluc.com,nk5l34WKv,sra.1298241,+56 2 6266 5478,26133988,20760,,,,9
Luisa Loya Cotto,Luisacotto394@viajesanma.com,EwFIY9SL,,+56 9 0878 3966,12991147,0,,,,6
Alejandra Gamboa Casanova,,MKNz0uo3SC,alejandra677568,+56 2 8790 1193,8634292,9810,,,,8
Sra. Martín Atencio Heredia,,eDCkgVfP90,srmaathe239,+56 9 8412 9723,8670043,2205,,,,3
,Joségastélum809@edubus.cal,YkJx6RWf4f,Joségastélum659,+56 2 8174 3865,17263636,0,,,,5
,sta.7681765@viajesanma.com,s1ZnOUwDUGIh2Dl4,Sta.díaz237,,13846620,6195,,,,5
Lola Serrano Marroquín,losema775@viajes.cl,LQV7KexX6,Lolamarroquín542,,25455010,,Nocturno,Fonasa,Full time,8
Gabriela Muñiz Medina,,hrxEolGXtj1Fhe,gamume147,+56 2 3967 2860,18693779,0,,,,1
,Elenamontemayor792@viajes.cl,42Ljs3oCwtqCilY,elmomo422,+56 9 2422 2542,1852321,,Nocturno,Colmena,Part time,3
Sr. Benito Guerra Camarillo,srbeguca981@viajesanma.com,xVE2mGQSF9NO,srbeguca310,,23231984,,,,,4
,papeba746@marmol.com,MhAWHp0acsQ26jb,,+56 9 2117 5030,2349997,1125,,,,5
Hugo Carrasquillo Puente,hugo5365746@edubus.cal,1m9NsPjo9S,,+56 9 7880 3871,20550836,1340,,,,8
Sr. Juana Alfaro Serrato,,TdChOhq1rGB6zFi,Sr.serrato938,+56 2 9181 6314,6588479,0,,,,8
,Mercedesalaniz750@viajes.cl,XK1LrIN4Yah,Mercedesalaniz698,+56 9 4883 0332,18627520,,Nocturno,Consalud,Full time,9
César Corrales Lara,Césarlara991@viajesanma.com,kpR3Of67aNSw3,,+56 2 4931 6465,15241479,15310,,,,K
,,,,,,,,,,
,clbofi501@viajes.cl,eNbN1lSw4Pzr8hy,,+56 9 6465 4134,,,Diurno,Banmédica,Part time,
Graciela Delrío Rentería,,b87fDo2IyAkLV,Gracielarentería407,+56 9 1599 3770,15637453,,,,,9
Sta. Beatriz Badillo Abrego,Sta.abrego714@viajesanma.com,4tkNGU8aW4pLvE,stbebaab109,+56 9 2140 3185,,10902,,,,
,eszate416@tourket.com,lirHMk29Wp9BTUi,,+56 2 7834 5932,,,,,,
Julio Sanabria Suárez,julio6915188@viajes.cl,8oQ5JJFT4,jusasu711,+56 2 0098 1985,-25496377,,Nocturno,Fonasa,Full time,1
Carla Cerda Sánchez,cacesá381@viajesanma.com,gxCPp49IltIW,,+56 2 9706 7289,13529247,4160,,,,8
Sta. Armando Vázquez Rivas,starvári728@marmol.com,d676YvBj,,+56 9 0814 8105,25350029,0,,,,8
Bernardo Tapia Ledesma,bernardo818505@outluc.com,WXNKq83nYz,,+56 9 5310 2061,23639456,0,,,,5
,Cristianesquibel551@viajesanma.com,b57obse9apCch,crvies162,+56 2 3289 0971,20602958,4743,,,,7
Clara Abrego Vela,Claravela647@wass.com,,Claravela538,+56 2 4590 5330,8916697,16503,,,,7
Rafael Carrasquillo Ayala,rafael7453884@wass.com,G674PW8ffTjpA,Rafaelayala833,,,966,,,,
Guadalupe Estrada Aguirre,guesag522@viajes.cl,DqkeZ0BmxRLXR,guadalupe4266813,,21674012,,Diurno,Colmena,Part time,2
,Robertosandoval817@viajes.cl,03WPdcxbvMW,roberto6014536,+56 2 1841 0216,17276113,,Nocturno,Banmédica,Full time,5
Germán Naranjo Abrego,germán8632454@wass.com,bZ34EIWrh,Germánabrego664,+56 2 7780 6345,-745283,27723,,,,7
,srmaarji295@tourket.com,j2YoZwSl5k5xbL,sra.740482,+56 2 7288 5846,10808497,8299,,,,9
Samuel Sisneros Briones,sasibr618@viajesanma.com,,samuel539683,+56 9 2700 0046,595916,0,,,,0
Carolina Cardenas Reynoso,Carolinareynoso819@outluc.com,8419d8V9AkKm,cacare100,+56 9 2769 9529,,0,,,,
,verónica7332996@marmol.com,oT1wkbQ82Rv,Verónicaulibarri337,+56 2 5901 6295,10847833,-819,,,,0
Manuel Sotelo Badillo,manuel4069228@viajes.cl,gC7WI8dx3,,+56 2 4534 1352,-18767935,,Nocturno,Fonasa,Full time,4
Pablo Navarrete Rivero,panari911@tourket.com,,Pablorivero561,+56 9 2719 7086,17247865,8666,,,,4
Diana Avilés Rubio,Dianarubio903@viajes.cl,dG0YbCns,diavru950,+56 9 3720 5251,,,Diurno,Colmena,Part time,
Roberto Noriega Heredia,Robertoheredia559@viajes.cl,BYE37tIkv9kdpyNw,,+56 2 4550 4466,13945523,,Diurno,Colmena,Full time,1
Magdalena Quintero Rodríquez,Magdalenarodríquez948@viajesanma.com,OWgbA7hJY3MtT,Magdalenarodríquez309,+56 9 3820 1739,-5301288,10791,,,,4
Rosa Gil Cedillo,,4Ovv38ave0zGIxa,rogice721,,27095051,13793,,,,5
