nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,puntos,codigo_agenda,etiqueta,codigo_reserva,fecha,monto,cantidad_personas
"Sr. Hernán Quiñónez Avilés",14287888,7,Sr.avilOos@@viajes.cl,Sr.avilés,ugmHHh6haKQJla8,+56-2-5150-0488,Diurno,Fonasa,"Part time",607240,x,x,x,x,Disponible,39436,"La Coruña","EL EJIDO!!!",2025-12-12,2025-12-18,53,162,93000,KLM,x,{},{Gijón},"Clase ejecutiva",{}
"Gabriel Cabrera Centeno",25183742,x,gacace@viajes.ceele,Gabrielcenteno,4iK7FyQSy,+56-9-5001-5881,x,Banmédica,"Part time",607244,x,x,x,x,Disponible,10357,"Ciudad Real","San Cristróbal de la Laguna",2026-08-30,2026-10-02,65,802,76000,x,x,x,"{""San Fernando"",Segovia,""El Ejido"",Gijón}","Clase económica",x
"Gonzalo Treviño Jaime",24.861.855,8,gotrja@viajes.cl,Gonzalojaime,rc8cSQ9guuSlfI3,"+56 9 8187 4795",Diurno,Banmédica,"Full time",607249,x,x,x,x,Disponible,29447,"Pozuelo de Alarcón",Granada,2025-01-06,2025-02-19,61,1066,123000,"Etihad Airways",x,{},"{Majadahonda,Logroño}","Clase económica",{}
"Gloria Galarza Partida",11427755,0,x,x,x,"+56 2 6072 7683",Nocturno,"Más vida","Part time",607258,x,x,x,x,Disponible,22610,"Pozuelo de Alarcón",Parla,2026-09-09,x,27,2417,250000,"Alaska Airlines",x,{},"{Torremolinos,Manresa,Badalona}","Clase ejecutiva",x
"Raquel Altamirano Romero",5.679.222,8,Raquelromero@viajes.cl,Raquelromero,8eQ6jOdZ3UDYmX,"+56 9 3122 7218",Nocturno,"Más vida","Full time",607267,x,x,x,x,Disponible,61947,Alcobendas,x,2025-09-28,2025-12-03,8,x,x,"LATAM Airlines",x,{},{},"Clase económica",{}
"Benjamín Madera Nieto",22.592.392,2,benjamOAn9881@viajes.cl,benjamín8713,VZpMOy7vZwPWxVAe,"+56 2 5182 6707",Nocturno,Banmédica,"Part time",607271,x,x,0,x,Disponible,30958,Sabadell,BURGOS!!!,2025-07-06,2025-11-25,71,3426,275000,"American Airlines",x,{},{Rubí},"Clase ejecutiva",{}
"Guillermo Ocampo Flores",4646651,9,guillermo7822@viajes.cl,Guillermoflores,2MZXHeJYGFEq4kcM,"+56 9 8119 5395",Nocturno,Consalud,"Full time",x,x,x,0,x,Disponible,x,"Las Palmas de Gran Canaria","Roquetas de Mar",x,2026-11-10,49,2153,171000,KLM,x,{},"{""Jerez de la Frontera"",Valencia,Fuengirola}","Clase económica",x
"Rosario Mejía Miramontes",8.872.764,9,rosario2602@viajes.cl,romemi,eeacvYyOoA2UCZK,+56-9-1953-9478,Diurno,"Más vida","Full time",607278,x,x,x,x,Disponible,44507,"Hospitalet de LLobregat",Badajoz,2025-01-12,2025-06-16,68,3722,447000,"Delta Air Lines",x,{},"{Jaén,Tarragona,Orihuela}","Primera clase",{}
"Jacobo Toledo Lucio",22585213,8,Jacobolucio@@viajes.cl,jatolu,QY8dHWJT58qU3,"+56 9 7562 9662",Nocturno,Colmena,"Full time",607281,x,x,x,x,Disponible,20893,Valdemoro,"Talavera de la Reina",2025/09/18,2025/10/29,25,1005,142000,EasyJet,x,{},"{Valencia,Santander,Sabadell,Granollers}","Clase económica",{}
"José María Menéndez Godínez",24.950.079,8,josOo2652@viajes.cl,josé8689,Yn4bkVJa3Y5yDgJw,"+56 9 5425 1711",Diurno,"Más vida","Full time",607289,x,x,0,x,Disponible,39190,"Jerez de la Frontera",LEGANéS!!!,2026-01-03,2026-02-11,51,939,85000,Aeroméxico,x,{},{},"Clase económica",{}
"Sra. José María Caraballo Montaño",12.816.441,3,sra.8181@viajes.cl,srjomacamo,5szTxGfx,"+56 2 1546 3051",Nocturno,Consalud,"Part time",607293,x,x,x,x,Disponible,70191,Lugo,Linares,2025/05/17,2025/06/30,98,1072,100000,"Ethiopian Airlines",x,{},"{""Santa Coloma de Gramanet"",Gerona,Torremolinos}","Clase económica",{}
"Ramón Cantú Olivo",15.491.085,9,ramOIn6494@viajes.ceele,ramón2824,1jorhKWrq2Cx3D,"+56 9 3789 7764",Diurno,Banmédica,"Part time",607294,x,x,x,x,Disponible,52737,sevilla#,Lorca,2025/12/04,2026/05/30,55,4252,239000,"Turkish Airlines",x,{},"{Cuenta,Getafe,Benidorm}","Primera clase",{}
"Sr. Joaquín Riojas Badillo",9657185,2,Sr.badillo@viajes.cl,sr.518,qw4FDjNyBzh,x,Nocturno,Consalud,"Part time",x,x,x,x,x,Disponible,x,Lugo,"Ciudad Real",2025/04/17,2025/04/24,57,174,7000,x,x,{},"{""Las Palmas de Gran Canaria"",""Roquetas de Mar"",""Palma de Mallorca""}","Clase económica",{}
"Susana Alaniz Solorzano",22.990.787,5,Susanasolorzano@viajes.cl,Susanasolorzano,txuOzUf3FH0CUlB2,"+56 2 3943 8831",Diurno,"Más vida","Part time",607301,x,x,x,x,Disponible,85083,Vigo,"San Fernando",2025-08-22,2025-09-22,3,759,62000,KLM,x,{},"{Torrelavega,""Ciudad Real"",Manresa,Motril,Almería}","Clase económica",{}
x,25756607,x,x,Isabelolivera,x,+56-2-8169-3871,Nocturno,"Más vida","Part time",607305,x,x,x,x,Disponible,80411,x,Lugo,2025/03/20,2025/07/10,24,2689,82000,"Japan Airlines",x,{},{Segovia},"Clase ejecutiva",{}
"Elsa Chávez Aguilera",11133673,3,Elsaaguilera@@viajes.cl,Elsaaguilera,prSIfW2xtF5JW,"+56 2 5716 2003",Nocturno,Consalud,"Full time",607306,x,x,x,x,Disponible,41124,Vigo,PARLA!!!,2025-06-04,2025-10-12,32,3139,367000,"Southwest Airlines",x,{},{},"Clase ejecutiva",{}
"Emilio Sevilla Velázquez",19.368.337,1,EmiliovelOezquez@viajes.cl,emilio2282,mntvVMLF9s,"+56 2 8407 5920",Nocturno,Banmédica,"Part time",607308,x,x,x,x,Disponible,52428,"Santa Lucía de Tirajana",Segovia,2025/10/17,2026/01/17,85,2213,183000,"Frontier Airlines",x,{},{},"Primera clase",{}
"Ángela Mondragón Niño",8794633,9,O�ngelaniO�o@viajes.cl,ángela1398,7tJGs4XbX,+56-2-7314-7118,Diurno,Colmena,"Part time",607311,x,x,0,x,Disponible,22484,"sanlúcar de barrameda#",Pontevedra,2026/02/05,2026/04/18,5,1732,119000,"Turkish Airlines",x,{},{},"Clase económica",{}
"Homero Treviño Galván",19650781,7,homero7092@@viajes.cl,homero963,1s1ZkNFZ4ZMfJ,"+56 9 9013 4226",Diurno,Banmédica,"Part time",607313,x,x,0,x,Disponible,42662,"Jerez de la Frontera",Badalona,2025-10-25,2026-03-21,43,3529,386000,"Etihad Airways",x,{},"{""Chiclana de la Frontera"",Viladecans,Benalmádena,""Jerez de la Frontera""}","Primera clase",{}
"Rosalia Núñez Baeza",16648824,9,Rosaliabaeza@@viajes.cl,Rosaliabaeza,Z6boOYvwUMcgPL,+56-9-5632-1969,Diurno,Banmédica,"Full time",607315,x,x,x,x,Disponible,61796,Majadahonda,BENIDORM!!!,2026/07/18,2026/09/01,56,1087,108000,"Wizz Air",x,{},{},"Clase económica",{}
"Alfonso Toledo Valenzuela",2.560.093,2,Alfonsovalenzuela@viajes.cl,altova,1zgDDk2p,"+56 9 5583 3815",Nocturno,"Más vida","Full time",607321,x,x,0,x,Disponible,41336,"Pozuelo de Alarcón",Fuenlabrada,2025-05-08,2025-09-16,88,3146,210000,"Alaska Airlines",x,{},"{Elche,Fuenlabrada}","Clase ejecutiva",{}
"Patricio Sierra Sisneros",14076335,7,Patriciosisneros@@viajes.cl,pasisi,NA7LaUh6tIbVWO,"+56 9 0489 1336",Diurno,Fonasa,"Part time",607324,x,x,x,x,Disponible,4847,Calahorra,"El Puerto de Santa María",2026-07-14,2026-11-18,13,3062,219000,"Delta Air Lines",x,{},"{""Palma de Mallorca"",Badalona,Zamora,Valladolid}","Clase ejecutiva",{}
"Sr. Luis Miguel Mercado Duran",1293557,9,sr.9680@@viajes.cl,sr.7347,UVPD4p0vj4hwZKZ,"+56 2 8705 0531",Nocturno,Consalud,"Part time",607326,x,x,x,x,Disponible,50504,huelva#,FUENLABRADA!!!,2026-07-19,2026-12-10,10,3475,335000,Vueling,x,{},{Viladecans},"Clase ejecutiva",{}
"Gustavo Preciado Magaña",24308343,5,GustavomagaO�a@viajes.cl,gustavo2926,6EBd1Pqra,"+56 2 0335 9423",Diurno,Fonasa,"Full time",607332,x,x,x,x,Disponible,53153,Zaragoza,"San Cristróbal de la Laguna",2026/04/27,2026/05/05,50,207,153000,KLM,x,{},"{Granollers,Gandía,Sagunto,Barcelona}","Clase ejecutiva",{}
"Lucia Zamudio Peña",27225937,2,LuciapeO�a@viajes.cl,luzape,zveSot6ZZdrvU,"+56 9 1044 1131",Diurno,Colmena,"Part time",607338,x,x,x,x,Disponible,38213,Algeciras,"San Fernando",2026-07-23,2026-09-06,23,1097,122000,"Turkish Airlines",x,{},{},"Clase económica",{}
"Víctor Rivero Muñiz",x,2,vOArimu@viajes.ceele,vírimu,feO0zcUK6nW1,"+56 2 5850 7428",Nocturno,"Más vida","Part time",607341,x,x,x,x,Disponible,51235,mijas#,"San Sebastían de los Reyes",2026-10-29,2027-04-11,x,3943,322000,"American Airlines",x,{},x,"Primera clase",{}
"Soledad Caballero Escamilla",24.831.412,5,socaes@viajes.cl,soledad7142,1cPiMCFWhKbL4M,"+56 2 9104 8401",Diurno,Colmena,"Full time",607348,x,x,x,x,Disponible,46454,ponferrada#,Paterna,2025-04-17,2025-07-30,90,2518,104000,"LATAM Airlines",x,{},"{Benidorm,Cádiz,""La Coruña""}","Primera clase",{}
"Ernesto Escobedo Hurtado",11833903,7,ereshu@@viajes.cl,ernesto4254,Fn6KsI0ab,"+56 2 1314 6171",Diurno,Fonasa,"Part time",607375,x,x,0,x,Disponible,29528,"san sebastián#",SEGOVIA!!!,2026/08/07,2027/01/02,6,3558,321000,"Air Canada",x,{},{},"Clase ejecutiva",{}
"Maricarmen Rivero Centeno",15587330,2,Maricarmencenteno@@viajes.cl,marice,Xjc3h83r95eQ,"+56 9 5021 7354",Nocturno,Colmena,"Part time",607388,x,x,0,x,Disponible,89480,manresa#,"Hospitalet de LLobregat",2026-04-25,2026-07-04,27,1699,69000,"Delta Air Lines",x,{},{},"Clase ejecutiva",{}
"Verónica Molina Bahena",6858321,7,x,x,VgFmf04V2QFzooJ,"+56 2 9271 3063",Nocturno,Banmédica,"Part time",607398,x,x,x,x,Disponible,74504,"Mollet del Vallés",Sagunto,x,2025/05/14,49,2059,144000,"Air New Zealand",x,{},"{""San Cristróbal de la Laguna"",Lorca,Ferrol,Huelva}","Clase económica",{}
"Daniel Deleón Barragán",2.545.593,2,daniel2268@viajes.cl,daniel4861,MuZyO962oX9B,"+56 9 5140 1856",Nocturno,Colmena,"Part time",607405,x,x,0,x,Disponible,45101,Madrid,Murcia,2026-04-28,2026-06-11,95,1062,96000,"Qatar Airways",x,{},{},"Clase económica",{}
x,16.140.338,5,horacio206@viajes.cl,horacio5025,gCBt7MqaTM8,"+56 2 5416 8458",x,Colmena,"Part time",607408,x,x,x,x,Disponible,47921,benalmádena#,ALCOBENDAS!!!,x,2025-12-06,55,x,91000,"Air France",x,{},x,"Clase económica",{}
"Martín Sevilla Pagan",12.638.668,0,masepa@viajes.cl,Martínpagan,EAQlc2ANn,+56-9-0522-8523,Nocturno,Banmédica,"Part time",607409,x,x,0,x,Disponible,12441,"Castellón de la Plana",Calahorra,2025-07-19,2025-11-05,10,2624,107000,"Air New Zealand",x,{},"{Arrecife,Valencia,Alcoy,""Jerez de la Frontera""}","Primera clase",{}
"Pedro Olivárez Villaseñor",8071543,9,PedrovillaseO�or@viajes.cl,Pedrovillaseñor,P5hQ43jOYWfRfV,"+56 2 9321 3464",Diurno,Colmena,"Full time",607410,x,x,x,x,Disponible,98736,Sagunto,Arrecife,2026-04-01,2026-08-20,75,3392,196000,Aeroméxico,x,{},"{""Hospitalet de LLobregat""}","Clase ejecutiva",{}
"Isabel Zúñiga Baeza",6560937,x,iszOUba@viajes.cl,Isabelbaeza,x,+56-9-8646-3213,Nocturno,Fonasa,x,607412,x,x,x,x,Disponible,96312,Manresa,"Santa Coloma de Gramanet",2026-01-18,2026-03-17,16,1407,123000,x,x,{},"{Oviedo,Fuenlabrada}","Clase económica",{}
x,11282053,1,inOos9109@viajes.cl,Inésfeliciano,e4pPdz1Q76DY,"+56 9 0649 1218",x,"Más vida","Full time",607415,x,x,x,x,Disponible,x,baracaldo#,x,2025-05-10,2025-06-23,2,1068,107000,KLM,x,{},{},"Clase económica",{}
"Sr. Guillermina Malave Lerma",5.495.033,0,srgumale@@viajes.cl,Sr.lerma,5Fyus2SunG2U,"+56 2 5061 3276",Nocturno,Consalud,"Part time",607424,x,x,x,x,Disponible,64839,Cuenta,"SANTA LUCíA DE TIRAJANA!!!",2025/07/17,2025/11/23,6,3105,128000,Emirates,x,{},"{Fuenlabrada,Sabadell,Bilbao}","Clase ejecutiva",{}
"Lourdes Castañeda Bustos",26760452,5,locabu@@viajes.cl,Lourdesbustos,iuhMpRigB4RiTtF,"+56 2 0555 3862",Nocturno,Banmédica,"Part time",607433,x,x,0,x,Disponible,68777,Rubí,Murcia,2026-04-03,2026-06-27,41,2063,110000,"Air Canada",x,{},"{Benidorm,Viladecans,Jaén,""Pozuelo de Alarcón""}","Clase ejecutiva",{}
x,9052122,x,Sta.valdivia@viajes.cl,sta.1296,Oy2BcpDCWJ2YX,"+56 9 0157 4876",Nocturno,Consalud,"Full time",607438,x,x,x,x,x,63948,Salamanca,x,2026-05-19,x,26,1831,147000,KLM,x,{},{},"Clase económica",{}
"Irene Anguiano Meza",13.682.846,0,iranme@viajes.cl,Irenemeza,TMFjO9KrWu,"+56 9 4539 2112",Nocturno,Fonasa,"Part time",607448,x,x,x,x,Disponible,67759,Palencia,Salamanca,2025-03-21,2025-05-19,35,1424,47000,"Alaska Airlines",x,{},"{Tarrasa,Mérida,Vitoria}","Clase económica",{}
"Bernardo Hinojosa Sotelo",21197316,1,bernardo1252@@viajes.cl,bernardo363,BG6v02lq,"+56 9 9940 4688",Diurno,"Más vida","Part time",607456,x,x,x,x,Disponible,4779,Alicante,Valdemoro,2025/05/23,2025/10/21,36,3632,260000,"Etihad Airways",x,{},{Gijón},"Primera clase",{}
"Elsa Chávez Aguilera",11.133.673,3,Elsaaguilera@viajes.cl,Elsaaguilera,prSIfW2xtF5JW,"+56 2 5716 2003",Nocturno,Consalud,"Full time",607458,x,x,x,x,Disponible,75106,"El Puerto de Santa María",MANRESA!!!,2025-06-07,2025-09-17,56,2463,172000,WestJet,x,{},"{Arrecife,Algeciras}","Clase ejecutiva",{}
"Alfonso Tórrez Zepeda",1.667.154,1,alfonso275@viajes.cl,altóze,z6zZC23e0EPL4z,"+56 9 9885 1896",Nocturno,Banmédica,"Part time",607480,x,x,x,x,Disponible,x,Segovia,SANTANDER!!!,2025-04-12,2025-09-13,19,x,x,JetBlue,x,{},"{""Santa Lucía de Tirajana"",Marbella}",x,{}
"Sr. Rosa Merino Valles",15.468.421,2,Sr.valles@viajes.cl,Sr.valles,awvVzF6Tca,"+56 2 8990 2307",Diurno,"Más vida","Full time",607484,x,x,x,x,Disponible,37422,"Dos Hermanas","CIUDAD REAL!!!",2026-11-13,2027-01-08,7,1364,131000,Vueling,x,{},"{Pontevedra,Majadahonda,Marbella,""Santa Coloma de Gramanet""}","Clase económica",{}
"Gustavo Preciado Magaña",24308343,5,GustavomagaO�a@@viajes.cl,gustavo2926,6EBd1Pqra,+56-2-0335-9423,Diurno,Fonasa,"Full time",607490,x,x,0,x,Disponible,55676,"San Cristróbal de la Laguna","Torrejón de Ardoz",2025-03-19,2025-07-07,80,2658,98000,"Wizz Air",x,{},"{""La Línea de la Concepción"",Burgos,""El Prat de LLobregat""}","Clase ejecutiva",{}
"Sra. Inés Calderón Cazares",15.485.132,1,srincaca@viajes.cl,sra.3520,iEgR9KBEsh,+56-2-2168-2050,Nocturno,"Más vida","Full time",607493,x,x,x,x,Disponible,70077,Benidorm,Sabadell,2025-04-24,2025-10-08,9,4026,176000,Aeroméxico,x,{},{Móstoles},"Primera clase",{}
"Estela Rocha Urbina",28053133,x,x,estela1975,C830hr4ZvIckZMk,"+56 2 5083 3168",Diurno,"Más vida","Full time",607495,x,x,x,x,Disponible,x,"Collado Villalba",Gijón,2025-11-14,2026-03-31,84,3296,227000,x,x,{},"{Zaragoza,Sabadell,Manresa,Cáceres}",x,{}
"Sta. Patricia Lozada Abreu",26714393,5,stpaloab@viajes.cl,sta.2374,vGbZcrnyt0zZsT,x,Diurno,"Más vida",x,x,x,x,x,x,Disponible,x,"la línea de la concepción#",Cádiz,2026-05-11,2026-09-26,x,3331,217000,"Frontier Airlines",x,{},{Oviedo},"Primera clase",{}
"Octavio Henríquez Rodarte",x,5,octavio5607@viajes.cl,Octaviorodarte,KZ2cU0t12RLx7,+56-2-4987-8483,Nocturno,"Más vida","Part time",607510,x,x,x,x,Disponible,22954,x,"Molina de Segura",x,2025-08-08,26,252,114000,x,x,"{Agua,TV,Calefacción}",{},x,{Irún}
"Elsa Pelayo Estévez",26149849,9,elpees@@viajes.cl,Elsaestévez,UPT8xvuwJ5s,"+56 2 7171 2691",Diurno,Colmena,"Part time",607511,x,x,0,x,Disponible,4678,mataró#,Cuenta,2025/10/27,2025/12/01,92,848,101000,"CFR (Rumania)",x,"{""Aire acondicionado"",Calefacción,TV}",{},x,"{Coslada,""Dos Hermanas"",Paterna}"
"Sofia Armendáriz Mateo",27.509.875,2,Sofiamateo@viajes.cl,soarma,0C5XRETUKc1Qa,"+56 2 2932 4546",Diurno,Colmena,"Full time",607516,x,x,x,x,Disponible,94578,Cartagena,Elche,2025-06-26,2025-09-26,51,2222,119000,"Nederlandse Sp",x,"{Comida,Wifi,Agua,Calefacción,""Asientos reclinables""}",{},x,{}
"Claudio Irizarry Bustamante",18221309,8,claudio7970@@viajes.cl,claudio4959,sNwfUgZF3PdFCf,+56-9-6611-6751,Diurno,Banmédica,"Full time",607517,x,x,x,x,Disponible,63439,"Las Palmas de Gran Canaria",Elche,2025-07-08,2025-12-03,22,3573,238000,"CD (República Checa)",x,"{TV,Baño,Wifi,""Asientos reclinables"",""Aire acondicionado"",Comida}",{},x,"{""Molina de Segura"",Sabadell,Ávila,Elche,Ferrol}"
"Luis Jimínez Meléndez",8.151.888,2,LuismelOondez@viajes.cl,x,RqnpwTl3hwW667jI,"+56 9 3060 5681",Diurno,x,"Full time",607524,x,x,x,x,x,36486,"Alcalá de Guadaira",Irún,2026-06-27,2026-10-09,40,2505,298000,"HŽ (Croacia)",x,x,{},x,"{Fuengirola,""San Sebastián"",Sevilla}"
"Sr. Ignacio Berríos Gil",11517660,9,Sr.gil@@viajes.cl,sr.2567,YcIhFht2IWYE,"+56 2 0565 1922",Nocturno,Fonasa,"Part time",607529,x,x,x,x,Disponible,61570,Orense,Fuengirola,2026-11-25,2027-04-22,47,3570,137000,Eurostar,x,"{Wifi,""Asientos reclinables"",Calefacción,TV,Baño,""Aire acondicionado""}",{},x,{}
"Guillermo Calderón Vargas",5337526,0,guillermo2172@@viajes.cl,Guillermovargas,tdSO7rVQfE6,"+56 9 3235 9117",Diurno,Banmédica,"Part time",607540,x,x,x,x,Disponible,91369,Lorca,REUS!!!,2026-10-08,2026-11-30,9,1282,75000,"CD (República Checa)",x,"{Baño,Agua,""Asientos reclinables""}",{},x,{}
"Jorge Balderas Navarrete",x,1,jobana@viajes.cl,Jorgenavarrete,4slgVpBbI3UjM,"+56 2 0853 2015",Nocturno,"Más vida",x,607544,x,x,x,x,Disponible,5136,Gandía,"Pozuelo de Alarcón",2025-06-19,2025-11-04,81,x,171000,x,x,"{""Aire acondicionado"",Agua,Calefacción,Comida,""Asientos reclinables"",Wifi}",{},x,"{""El Puerto de Santa María"",Móstoles}"
"Esteban Villa Robles",7866456,8,x,esviro,x,+56-2-1901-6299,Nocturno,Fonasa,"Part time",607546,x,x,x,x,Disponible,52944,x,Arrecife,x,2026-09-11,x,1708,199000,"PKP (Polonia)",x,"{TV,Wifi,""Asientos reclinables"",""Aire acondicionado""}",{},x,"{León,Majadahonda}"
"Jerónimo Villalpando Blanco",4.072.896,1,JerOInimoblanco@viajes.cl,jerónimo5432,ewYjX7yUJMYv,"+56 2 4184 5899",Diurno,"Más vida","Full time",607567,x,x,x,x,Disponible,90218,Valencia,CEUTA!!!,2025-10-05,2026-01-11,21,2369,300000,AVE,x,"{Wifi,Calefacción,""Asientos reclinables"",Baño,Agua}",{},x,"{Almería,Mérida,""San Sebastían de los Reyes"",Elda}"
"Vicente Curiel Saldaña",11259534,1,VicentesaldaO�a@viajes.cl,vicusa,Cn8WaT1yj,+56-9-5284-3594,Nocturno,Colmena,"Part time",607569,x,x,x,x,Disponible,94802,Paterna,LUGO!!!,2026-08-08,2026-12-07,77,2907,353000,"SJ (Suecia)",x,"{Comida,""Asientos reclinables"",TV,Agua,Baño,""Aire acondicionado""}",{},x,"{""Palma de Mallorca"",Gijón}"
"Lorena Sarabia Benavídez",21.122.279,4,losabe@viajes.cl,losabe,SAOhhiyeAlrt4Mqz,+56-9-7070-1627,Nocturno,Banmédica,"Part time",607571,x,x,x,x,Disponible,22163,Vitoria,Orihuela,2025-01-12,2025-05-19,31,3068,340000,"ŽFBH (Bosnia y Herzegovina)",x,"{Wifi,Comida,Agua,Calefacción,TV,Baño}",{},x,"{""Alcalá de Guadaira"",""La Coruña"",Mataró,Cádiz,Fuengirola}"
"Gregorio Zayas Delgadillo",9.796.934,5,Gregoriodelgadillo@viajes.cl,x,B25hbxPo1y,x,Diurno,Consalud,"Part time",x,x,x,0,x,Disponible,31245,"el ejido#","Torrejón de Ardoz",2025-11-07,2025-11-12,2,131,x,Thalys,x,"{Wifi,Baño,Agua,""Asientos reclinables"",Comida,TV,Calefacción}",{},x,"{Fuengirola,""Dos Hermanas"",""El Puerto de Santa María""}"
"Gustavo Reynoso Rosado",29.370.421,0,gurero@viajes.ceele,gustavo868,xbDY3MoP6,"+56 9 3524 2389",Nocturno,Consalud,"Part time",607577,x,x,x,x,Disponible,21341,"Torrejón de Ardoz","SANTA CRUZ DE TENERIFE!!!",2026-02-23,2026-06-03,25,2408,145000,"SJ (Suecia)",x,"{Calefacción,Agua,TV,""Aire acondicionado"",Comida}",{},x,"{Viladecans,Manresa,Logroño,Zaragoza,""El Ejido""}"
"Maricarmen Delvalle Amador",24139074,8,maricarmen9617@@viajes.cl,Maricarmenamador,1NBDI8GAQsJgy4,"+56 2 2103 8920",Nocturno,Banmédica,"Full time",607581,x,x,x,x,Disponible,18074,"Las Palmas de Gran Canaria",Irún,2026-07-24,2026-10-14,32,1975,61000,AVE,x,"{Comida,Agua,""Asientos reclinables"",""Aire acondicionado""}",{},x,{}
"Sr. Ernesto Cervantes Linares",x,6,sr.1202@viajes.cl,srerceli,Idx40pPrNl0yE,"+56 9 1156 4321",Nocturno,Colmena,"Full time",607582,x,x,0,x,Disponible,x,Manresa,Fuengirola,2025-02-25,2025-04-21,100,1323,142000,"ÖBB (Austria)",x,x,{},x,{}
"Julio César Berríos Naranjo",27.941.408,0,julio3548@viajes.cl,jucébena,0jug4NKs,"+56 9 3158 9995",Diurno,Banmédica,"Full time",607586,x,x,0,x,Disponible,42126,ceuta#,"Talavera de la Reina",2026/01/21,2026/04/14,42,2005,93000,"MÁV (Hungría)",x,"{Wifi,TV,Agua,Baño}",{},x,{}
"Pablo Arevalo Rojo",19942874,8,pablo4834@@viajes.cl,paarro,x,x,Diurno,"Más vida","Full time",607590,x,x,x,x,Disponible,84863,"Cornellá de Llobregat",Lérida,2025-06-21,2025-10-16,21,2819,226000,"RZD (Rusia)",x,"{Wifi,""Asientos reclinables"",Calefacción,Agua,Baño}",{},x,"{Algeciras,Fuenlabrada,Mataró}"
"Ricardo Puente Valverde",18.072.201,7,ripuva@viajes.cl,ripuva,L2QvD38vSckKUBy,"+56 2 3328 9909",Nocturno,Colmena,"Part time",607591,x,x,x,x,Disponible,98473,Benidorm,SALAMANCA!!!,2026-07-16,2026-10-23,58,2397,208000,Amtrak,x,"{Agua,TV,""Asientos reclinables"",Wifi,Calefacción}",{},x,"{Vigo,Cartagena,""Jerez de la Frontera"",Benalmádena,Toledo}"
"Sta. Luz Terrazas Navarrete",x,8,sta.7226@viajes.cl,x,tab6eCPM6djz,x,Diurno,Consalud,"Part time",607599,x,x,x,x,Disponible,65357,lérida#,Cuenta,2026-01-28,2026-05-05,73,2335,158000,x,x,"{Agua,Baño,Calefacción,Comida,TV}",{},x,"{Algeciras,""Molina de Segura"",""Ciudad Real"",Ceuta}"
x,x,2,sr.3908@viajes.cl,srmiceto,zSTXmjADavDz58o,"+56 2 9412 6405",Diurno,Banmédica,"Part time",607603,x,x,x,x,Disponible,63276,"Pozuelo de Alarcón",x,2026-05-05,2026-07-25,40,1962,53000,"ÖBB (Austria)",x,"{Agua,""Asientos reclinables"",Calefacción,Baño}",{},x,"{""El Puerto de Santa María"",Orense,Alcobendas,""La Coruña"",Arrecife}"
"Claudia Quezada Raya",18.812.127,6,Claudiaraya@viajes.cl,claudia6031,2Q76BYOEswzH,"+56 9 5312 1896",Nocturno,Colmena,"Part time",607614,x,x,x,x,Disponible,63820,Cuenta,BADALONA!!!,2026/01/18,2026/04/09,56,1945,144000,"DSB (Dinamarca)",x,"{Agua,Calefacción,""Asientos reclinables"",TV}",{},x,"{""Collado Villalba"",Valdemoro,Madrid,""Molina de Segura""}"
"Mariana Rivero Mata",4739576,3,mariana7382@@viajes.cl,mariana167,zpm7ioV35fS,"+56 9 2819 5431",Nocturno,Banmédica,"Full time",607616,x,x,x,x,Disponible,95798,Sagunto,"Santa Cruz de Tenerife",2025-02-10,2025-04-30,67,1904,53000,"ŽFBH (Bosnia y Herzegovina)",x,"{Wifi,Comida,Calefacción,""Asientos reclinables""}",{},x,"{Elche,""Talavera de la Reina"",Manresa}"
"Agustín Carbajal Torres",13.386.664,7,agcato@viajes.ceele,Agustíntorres,Z9DMOmlQz,"+56 9 4320 3068",Nocturno,Banmédica,"Full time",607624,x,x,x,x,Disponible,91029,Móstoles,Irún,2025-05-01,2025-10-06,2,3796,407000,"ŽFBH (Bosnia y Herzegovina)",x,"{""Aire acondicionado"",Comida,Calefacción,Wifi,Baño,Agua,""Asientos reclinables""}",{},x,"{Toledo,""Cornellá de Llobregat"",Arrecife,""Sanlúcar de Barrameda"",Segovia}"
x,x,4,jopiro@@viajes.cl,Joaquínrosado,hXwp9Aes8SRA6,"+56 2 6900 2697",Diurno,"Más vida","Part time",607625,x,x,x,x,Disponible,15562,baracaldo#,Benalmádena,2026-04-04,2026-04-26,47,533,43000,AVE,x,x,{},x,"{""Sanlúcar de Barrameda"",""Pozuelo de Alarcón"",Ceuta,""Palma de Mallorca""}"
"Yolanda Armas Orosco",14.760.021,6,yoaror@viajes.cl,yolanda1786,ERXAoEFXH7CLMq22,"+56 2 8933 5201",Nocturno,Colmena,"Full time",607642,x,x,x,x,Disponible,57469,torrevieja#,Ponferrada,2026/03/23,2026/08/06,12,3275,263000,"NS International",x,"{""Asientos reclinables"",Wifi,""Aire acondicionado"",Agua,Calefacción,Baño}",{},x,"{Santander,Vigo,Algeciras,Paterna,""Talavera de la Reina""}"
"Esperanza Ramírez Alcántar",5.802.609,3,EsperanzaalcOentar@viajes.cl,esraal,jd8jPuteIgm,"+56 2 3236 9568",Nocturno,Fonasa,"Part time",607646,x,x,x,x,Disponible,25001,lugo#,Córdoba,2025-11-03,2026-01-17,20,1804,109000,"CP (Portugal)",x,"{Wifi,Calefacción,Baño,Comida}",{},x,{}
